Map,Call Time,Dispatch Time,Incident Desc,Disposition,Event Number,Location,Priority,Case,Date
,04/08/2024 01:15:49 PM,,Theft from Vehicle,REPORT TAKEN,24090682,"595 CREST DR, EUG",P,2404999,04/08/2024
,04/08/2024 01:15:49 PM,,Theft,REPORT TAKEN,24090672,"1166 E 28TH AVE, EUG",P,2404997,04/08/2024
,04/08/2024 01:15:49 PM,,Theft,REPORT TAKEN,24090649,"1600 ADKINS ST, EUG",P,2404995,04/08/2024
,04/08/2024 01:15:36 PM,04/08/2024 01:17:44 PM,Motor Vehicle Unknown,REPORT TAKEN,24090648,"50 W 31ST AVE, EUG",1,2404998,04/08/2024
,04/08/2024 01:15:03 PM,04/08/2024 01:35:50 PM,Criminal Trespass,RESOLVED,24090646,"796 W 13TH AVE, EUG",3,,04/08/2024
,04/08/2024 01:13:12 PM,04/08/2024 05:04:08 PM,Theft ID,UNABLE TO LOCATE,24090645,"310 GARFIELD ST, EUG",4,,04/08/2024
,04/08/2024 01:09:59 PM,04/08/2024 01:09:59 PM,Traffic Stop,WARNING,24090644,"W 7TH AVE/BLAIR BLVD, EUG",6,,04/08/2024
,04/08/2024 01:07:02 PM,04/08/2024 01:24:39 PM,Disorderly Subject,RESOLVED,24090642,"598 E 13TH AVE, EUG",3,,04/08/2024
,04/08/2024 01:06:38 PM,04/08/2024 02:03:26 PM,Reckless Burning,REPORT TAKEN,24090641,"260 E 11TH AVE, EUG",4,2405003,04/08/2024
,04/08/2024 01:05:06 PM,04/08/2024 01:05:06 PM,Assist Public Works,CITED IN LIEU OF CUSTODY,24090637,"W 8TH AVE/ADAMS ST, EUG",P,2404994,04/08/2024
,04/08/2024 01:00:57 PM,04/08/2024 01:20:17 PM,"Dog(s), Vicious",INFORMATION ONLY,24090635,"20 CENTENNIAL LP, EUG",3,,04/08/2024
,04/08/2024 12:52:21 PM,04/08/2024 12:52:22 PM,Illegal Burning,RESOLVED,24090631,"4575 W 11TH AVE, EUG",1,,04/08/2024
,04/08/2024 12:27:41 PM,04/08/2024 12:44:24 PM,Motor Vehicle No Injury,UNIFORM TRAFFIC CITATION ISSUED,24090613,"RIVER AVE/RIVER RD, EUG",1,2404993,04/08/2024
,04/08/2024 12:24:54 PM,04/08/2024 12:24:54 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24090612,"W 8TH AVE/JEFFERSON ST, EUG",6,,04/08/2024
,04/08/2024 12:23:27 PM,,Assist Outside Agency,REPORT TAKEN,24090610,"300 COUNTRY CLUB RD, EUG",,2404990,04/08/2024
,04/08/2024 12:15:43 PM,04/08/2024 01:06:47 PM,Dispute,GONE ON ARRIVAL,24090601,"1960 ECHO HOLLOW RD, EUG",3,,04/08/2024
,04/08/2024 12:08:54 PM,04/08/2024 01:10:24 PM,Criminal Trespass,GONE ON ARRIVAL,24090597,"1450 HIGH ST, EUG",3,,04/08/2024
,04/08/2024 11:54:26 AM,04/08/2024 11:59:05 AM,Motor Vehicle Unknown,RESOLVED,24090587,"1264 BELTLINE EB, EUG",1,,04/08/2024
,04/08/2024 11:38:56 AM,04/08/2024 01:17:27 PM,Criminal Trespass,PATROL CHECK,24090573,"2025 RIVER RD, EUG",4,,04/08/2024
,04/08/2024 11:37:48 AM,04/08/2024 03:45:12 PM,Criminal Trespass,ADVISED,24090570,"745 FILLMORE ST, EUG",4,,04/08/2024
,04/08/2024 11:32:34 AM,04/08/2024 11:40:00 AM,Motor Vehicle Unknown,REPORT TAKEN,24090562,"SENECA RD/W 5TH AVE, EUG",1,2404991,04/08/2024
,04/08/2024 11:29:58 AM,04/08/2024 12:18:16 PM,Criminal Trespass,GONE ON ARRIVAL,24090557,"401 W 11TH AVE, EUG",3,,04/08/2024
,04/08/2024 11:24:15 AM,04/08/2024 11:24:15 AM,Traffic Stop,FIELD INVESTIGATION,24090551,"W 7TH AVE/GARFIELD ST, EUG",6,,04/08/2024
,04/08/2024 11:20:45 AM,04/08/2024 11:36:49 AM,"Dispute, Family",ARREST,24090549,"845 N BERTELSEN RD, EUG",3,2404992,04/08/2024
,04/08/2024 11:11:32 AM,04/08/2024 01:43:12 PM,Assault,REPORT TAKEN,24090541,"2110 W 6TH AVE, EUG",4,2405000,04/08/2024
,04/08/2024 10:51:55 AM,04/08/2024 12:17:21 PM,Dispute,ARREST,24090525,"1765 GILHAM RD, EUG",3,2404996,04/08/2024
,04/08/2024 10:51:02 AM,04/08/2024 10:51:02 AM,Theft,REPORT TAKEN,24090524,"300 COUNTRY CLUB RD, EUG",P,2404986,04/08/2024
,04/08/2024 10:39:06 AM,04/08/2024 10:39:06 AM,Traffic Stop,FIELD INVESTIGATION,24090520,"564 BELTLINE WB, EUG",6,,04/08/2024
,04/08/2024 10:27:45 AM,04/08/2024 10:27:46 AM,Traffic Stop,FIELD INVESTIGATION,24090513,"BARGER DR/BELTLINE EB, EUG",6,,04/08/2024
,04/08/2024 10:17:28 AM,04/08/2024 11:19:45 AM,Missing Juvenile(s),RESOLVED,24090506,"335 W 11TH AVE, EUG",4,,04/08/2024
,04/08/2024 10:10:23 AM,04/08/2024 10:10:23 AM,Traffic Stop,FIELD INVESTIGATION,24090501,"W 8TH AVE/WASHINGTON ST, EUG",6,,04/08/2024
,04/08/2024 10:03:21 AM,04/08/2024 10:10:42 AM,Found Property,REPORT TAKEN,24090494,"300 COUNTRY CLUB RD, EUG",5,2404988,04/08/2024
,04/08/2024 09:54:17 AM,04/08/2024 09:54:17 AM,Traffic Stop,FIELD INVESTIGATION,24090487,"218 I105 WB, EUG",6,,04/08/2024
,04/08/2024 09:52:56 AM,04/09/2024 12:26:04 AM,Theft,REPORT TAKEN,24090484,"3424 JACOBS LN, EUG",4,2405036,04/08/2024
,04/08/2024 09:46:02 AM,04/08/2024 09:46:03 AM,Assist Outside Agency,REPORT TAKEN,24090479,"MARTIN LUTHER KING JR BLVD/S GARDEN WAY, EUG",P,2404987,04/08/2024
,04/08/2024 09:39:54 AM,04/08/2024 09:39:54 AM,Traffic Stop,WARNING,24090475,"HWY 99N/ROOSEVELT BLVD, EUG",6,,04/08/2024
,04/08/2024 09:39:38 AM,04/08/2024 09:39:38 AM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,24090474,"325 I105 EB, EUG",6,,04/08/2024
,04/08/2024 09:25:16 AM,04/08/2024 09:29:47 AM,Disabled Vehicle(s),GONE ON ARRIVAL,24090465,"813 BELTLINE EB, EUG",3,,04/08/2024
,04/08/2024 09:22:10 AM,04/08/2024 09:32:48 AM,Burglary,REPORT TAKEN,24090463,"638 VAN BUREN ST, EUG",4,2404984,04/08/2024
,04/08/2024 09:01:37 AM,,Dog(s) at Large,WARNING,24097296,"680 RIVER LOOP 1, EUG",,,04/08/2024
,04/08/2024 09:01:01 AM,04/08/2024 09:01:01 AM,Traffic Stop,WARNING,24090446,"1200-BLK OAK PATCH RD, EUG",6,,04/08/2024
,04/08/2024 09:00:30 AM,04/08/2024 11:11:38 AM,Criminal Trespass,RESOLVED,24090444,"210 TAYLOR ST, EUG",4,,04/08/2024
,04/08/2024 08:48:19 AM,04/08/2024 09:20:31 AM,Burglary,REPORT TAKEN,24090435,"603 W 19TH AVE, EUG",4,2404981,04/08/2024
,04/08/2024 08:35:15 AM,04/08/2024 09:22:42 AM,Illegal Burning,GONE ON ARRIVAL,24090427,"COBURG RD/I105 EB, EUG",4,,04/08/2024
,04/08/2024 08:14:10 AM,04/08/2024 08:48:11 AM,Traffic Hazard,RESOLVED,24090415,"1389 FERRY ST, EUG",3,,04/08/2024
,04/08/2024 08:02:23 AM,04/08/2024 08:02:23 AM,Traffic Stop,WARNING,24090406,"W 6TH AVE/CHAMBERS ST, EUG",6,,04/08/2024
,04/08/2024 07:34:45 AM,04/08/2024 08:43:23 AM,Criminal Trespass,ARREST,24090397,"420 W 4TH AVE, EUG",3,2404982,04/08/2024
,04/08/2024 07:09:00 AM,04/08/2024 08:51:34 AM,Found Contraband,REPORT TAKEN,24090389,"1110 FAIRFIELD AVE, EUG",5,2404979,04/08/2024
,04/08/2024 07:05:12 AM,04/08/2024 07:19:08 AM,ATL Drunk Driver,UNABLE TO LOCATE,24090384,"COBURG RD/CRESCENT AVE, EUG",3,,04/08/2024
,04/08/2024 06:57:46 AM,04/08/2024 08:57:36 AM,Suspicious Condition(s),GONE ON ARRIVAL,24090379,"E 24TH AVE/AMAZON PKWY, EUG",3,,04/08/2024
,04/08/2024 06:07:02 AM,04/08/2024 06:10:29 AM,Dispute,WELFARE CHECK DONE,24090365,"1650-BLK W 18TH AVE, EUG",3,,04/08/2024
,04/08/2024 06:05:10 AM,04/08/2024 09:14:13 AM,Criminal Trespass,GONE ON ARRIVAL,24090364,"335 W 11TH AVE, EUG",3,,04/08/2024
,04/08/2024 05:53:02 AM,04/08/2024 06:48:56 AM,Location Stolen Property,INFORMATION ONLY,24090360,"GRANT ST/W 11TH AVE, EUG",3,,04/08/2024
,04/08/2024 05:47:23 AM,04/08/2024 05:49:46 AM,Subject Screaming,UNABLE TO LOCATE,24090358,"BORDERS DR/WOODEN WAY, EUG",3,,04/08/2024
,04/08/2024 05:21:10 AM,04/08/2024 08:56:14 AM,Criminal Trespass,GONE ON ARRIVAL,24090352,"4385 COMMERCE ST, EUG",3,,04/08/2024
,04/08/2024 04:38:41 AM,04/08/2024 07:42:28 AM,Criminal Trespass,RESOLVED,24090339,"367 W 13TH AVE, EUG",3,,04/08/2024
,04/08/2024 03:49:46 AM,04/08/2024 03:55:45 AM,Criminal Trespass,FIELD INVESTIGATION,24090335,"2133 CENTENNIAL PLAZA, EUG",3,,04/08/2024
,04/08/2024 01:47:20 AM,04/08/2024 01:57:07 AM,Unknown Problem,FOLLOW UP INVESTIGATION,24090309,"2895 WILLAMETTE ST, EUG",3,,04/08/2024
,04/08/2024 01:19:44 AM,04/08/2024 01:21:49 AM,Disorderly Subject,PATROL CHECK,24090303,"823 W 3RD AVE, EUG",3,,04/08/2024
,04/08/2024 01:12:33 AM,,Shoplifter(s),REPORT TAKEN,24090298,"2788 RIVER RD, EUG",P,2404977,04/08/2024
,04/08/2024 01:05:18 AM,04/08/2024 01:22:43 AM,Loud Noise,ADVISED,24090293,"690 THRONE DR, EUG",4,,04/08/2024
,04/08/2024 12:55:43 AM,04/08/2024 12:55:43 AM,Traffic Stop,SOBRIETY CHECK,24090289,"CITY VIEW ST/W 11TH AVE, EUG",6,,04/08/2024
,04/08/2024 12:38:59 AM,04/08/2024 01:56:46 AM,Illegal Burning,GONE ON ARRIVAL,24090280,"2598 WILLAMETTE ST, EUG",5,,04/08/2024
,04/08/2024 12:37:32 AM,04/08/2024 12:37:32 AM,Traffic Stop,ADVISED,24090279,"E 17TH AVE/HILYARD ST, EUG",6,,04/08/2024
,04/08/2024 12:34:34 AM,04/08/2024 01:35:41 AM,Criminal Trespass,PATROL CHECK,24090276,"650 BLAIR BLVD, EUG",3,,04/08/2024
,04/08/2024 12:26:12 AM,04/08/2024 12:26:12 AM,Traffic Stop,ADVISED,24090272,"AMAZON PKWY/E 24TH AVE, EUG",6,,04/08/2024
,04/08/2024 12:04:49 AM,04/08/2024 12:16:54 AM,Dispute,PATROL CHECK,24090270,"1770 ARTHUR ST, EUG",3,,04/08/2024
,04/08/2024 12:01:31 AM,04/08/2024 12:24:31 AM,Dispute,UNABLE TO LOCATE,24090269,"3580 KINSROW AVE, EUG",3,,04/08/2024
,04/09/2024 11:47:55 PM,04/09/2024 11:49:36 PM,Suspicious Condition(s),NON CRIMINAL HOLD,24091991,"400 BLAIR BLVD, EUG",3,2405087,04/09/2024
,04/09/2024 11:38:48 PM,04/09/2024 11:41:33 PM,Dispute,REPORT TAKEN,24091987,"90 SILVER LN, EUG",3,2405088,04/09/2024
,04/09/2024 11:35:13 PM,04/09/2024 11:57:28 PM,Criminal Trespass,RESOLVED,24091985,"E 8TH AVE/W PARK ST, EUG",3,,04/09/2024
,04/09/2024 11:34:40 PM,04/09/2024 11:37:53 PM,Criminal Trespass,GONE ON ARRIVAL,24091984,"1080 W 7TH AVE, EUG",3,,04/09/2024
,04/09/2024 11:34:00 PM,04/09/2024 11:34:00 PM,Disabled Vehicle(s),ASSISTED,24091983,"ROOSEVELT BLVD/BELTLINE, EUG",P,,04/09/2024
,04/09/2024 11:24:54 PM,04/09/2024 11:27:17 PM,Suspicious Condition(s),ADVISED,24091979,"450 HWY 99N, EUG",3,,04/09/2024
,04/09/2024 10:43:10 PM,04/09/2024 10:43:11 PM,Traffic Stop,WARNING,24091967,"1500 COBURG RD, EUG",6,,04/09/2024
,04/09/2024 10:42:31 PM,04/09/2024 10:42:31 PM,Traffic Hazard,ADVISED,24091966,"RIVER RD/ARBOR DR, EUG",P,,04/09/2024
,04/09/2024 10:42:25 PM,04/09/2024 10:47:07 PM,Suspicious Condition(s),GONE ON ARRIVAL,24091965,"450 HWY 99N, EUG",3,,04/09/2024
,04/09/2024 10:31:51 PM,04/09/2024 10:35:14 PM,Abandoned Animal,RESOLVED,24091962,"200 DAY ISLAND RD, EUG",5,,04/09/2024
,04/09/2024 10:29:41 PM,04/09/2024 11:24:16 PM,Criminal Trespass,RESOLVED,24091959,"1144 CHARNELTON ST, EUG",3,,04/09/2024
,04/09/2024 10:24:46 PM,04/09/2024 10:48:27 PM,Dispute,ADVISED,24091957,"3945 UNIVERSITY ST, EUG",4,,04/09/2024
,04/09/2024 10:21:56 PM,04/09/2024 10:24:48 PM,Disorderly Subject,RESOLVED,24091954,"1794 W 18TH AVE, EUG",3,,04/09/2024
,04/09/2024 10:21:18 PM,04/09/2024 10:39:12 PM,Disorderly Juvenile(s),RESOLVED,24091952,"ECHO HOLLOW RD/FLAGSTAFF ST, EUG",3,,04/09/2024
,04/09/2024 10:10:02 PM,04/09/2024 10:44:20 PM,Blocked Sidewalk,ADVISED,24091944,"3555 W 11TH AVE, EUG",5,,04/09/2024
,04/09/2024 10:09:11 PM,04/09/2024 10:52:38 PM,Criminal Trespass,UNABLE TO LOCATE,24091943,"500 MONROE ST, EUG",3,,04/09/2024
,04/09/2024 10:06:31 PM,04/09/2024 10:07:02 PM,"Accident, Vehicle-Bike",ASSISTED,24091941,"2099-BLK EMPIRE PARK DR, EUG",1,,04/09/2024
,04/09/2024 09:50:27 PM,04/09/2024 09:50:27 PM,Traffic Stop,FIELD INVESTIGATION,24091933,"S DANEBO AVE/PACIFIC AVE, EUG",6,,04/09/2024
,04/09/2024 09:24:53 PM,04/09/2024 09:31:16 PM,Disorderly Juvenile(s),ARREST,24091927,"MARTIN LUTHER KING JR BLVD/CENTENNIAL LP, EUG",3,2405083,04/09/2024
,04/09/2024 08:59:26 PM,04/09/2024 09:51:00 PM,Theft,REPORT TAKEN,24091918,"400 E 19TH AVE, EUG",3,2405085,04/09/2024
,04/09/2024 08:56:35 PM,04/09/2024 09:19:14 PM,Dispute,UNABLE TO LOCATE,24091915,"1557 WILSON CT, EUG",3,,04/09/2024
,04/09/2024 08:53:44 PM,04/09/2024 08:53:44 PM,Traffic Stop,ASSISTED,24091913,"730 W 7TH AVE, EUG",6,,04/09/2024
,04/09/2024 08:42:04 PM,04/09/2024 08:44:47 PM,Dispute,WELFARE CHECK DONE,24091908,"190 HWY 99N, EUG",3,,04/09/2024
,04/09/2024 08:26:53 PM,04/09/2024 08:41:19 PM,Traffic Hazard,GONE ON ARRIVAL,24091899,"RIVER RD/HUNSAKER LN, EUG",3,,04/09/2024
,04/09/2024 08:26:06 PM,04/09/2024 08:27:19 PM,Dispute,WELFARE CHECK DONE,24091898,"2844 LORD BYRON PL, EUG",P,,04/09/2024
,04/09/2024 08:24:33 PM,04/09/2024 08:29:11 PM,Reckless Burning,FIELD INVESTIGATION,24091895,"350 E 11TH AVE, EUG",1,,04/09/2024
,04/09/2024 08:23:03 PM,04/09/2024 09:06:20 PM,Dispute,ADVISED,24091892,"W 12TH AVE/LAWRENCE ST, EUG",3,,04/09/2024
,04/09/2024 08:14:45 PM,04/09/2024 08:42:53 PM,Criminal Trespass,RESOLVED,24091886,"221 DIVISION AVE, EUG",3,,04/09/2024
,04/09/2024 08:10:15 PM,04/09/2024 08:10:16 PM,Traffic Stop,FIELD INVESTIGATION,24091878,"W 6TH AVE/GARFIELD ST, EUG",6,,04/09/2024
,04/09/2024 07:56:31 PM,04/09/2024 08:14:10 PM,Disorderly Subject,GONE ON ARRIVAL,24091869,"1520 COBURG RD, EUG",3,,04/09/2024
,04/09/2024 07:45:27 PM,04/09/2024 07:45:27 PM,Traffic Hazard,WELFARE CHECK DONE,24091862,"RIVER RD/NORTHWEST EXPRESSWAY, EUG",P,,04/09/2024
,04/09/2024 07:38:08 PM,04/09/2024 07:38:08 PM,Traffic Stop,WARNING,24091857,"RIVER RD/BRIARCLIFF DR, EUG",6,,04/09/2024
,04/09/2024 07:35:52 PM,04/09/2024 07:38:54 PM,Traffic Hazard,GONE ON ARRIVAL,24091855,"DELTA SB CONN/I105 WB, EUG",3,,04/09/2024
,04/09/2024 07:26:58 PM,04/09/2024 07:26:58 PM,Traffic Stop,WARNING,24091851,"BELTLINE EB/NORKENZIE RD, EUG",6,,04/09/2024
,04/09/2024 07:14:17 PM,04/09/2024 07:14:17 PM,Traffic Stop,WARNING,24091842,"2200 W 6TH AVE, EUG",6,,04/09/2024
,04/09/2024 07:07:13 PM,04/09/2024 07:49:10 PM,Theft,REPORT TAKEN,24091836,"2980 MADISON ST, EUG",4,2405080,04/09/2024
,04/09/2024 07:06:49 PM,04/09/2024 07:24:28 PM,Criminal Trespass,FIELD INVESTIGATION,24091835,"1888 HARRIS ST, EUG",3,,04/09/2024
,04/09/2024 07:01:36 PM,04/09/2024 07:01:37 PM,Assist Outside Agency,ASSISTED,24091832,"300 COUNTRY CLUB RD, EUG",P,,04/09/2024
,04/09/2024 06:47:04 PM,04/09/2024 06:47:04 PM,Traffic Stop,WARNING,24091817,"BELTLINE WB/NORKENZIE RD, EUG",6,,04/09/2024
,04/09/2024 06:29:19 PM,04/09/2024 06:33:00 PM,Criminal Trespass,ARREST,24091804,"100 W 10TH AVE, EUG",3,2405076,04/09/2024
,04/09/2024 06:09:12 PM,04/09/2024 06:09:12 PM,Traffic Stop,FIELD INVESTIGATION,24091788,"BELTLINE/ROOSEVELT BLVD, EUG",6,,04/09/2024
,04/09/2024 05:41:50 PM,04/09/2024 05:45:35 PM,"Dog(s), Vicious",RESOLVED,24091762,"967-BLK W 8TH AVE, EUG",3,,04/09/2024
,04/09/2024 05:36:47 PM,04/09/2024 05:39:31 PM,Shoplifter(s),CITED IN LIEU OF CUSTODY,24091758,"1950 FRANKLIN BLVD, EUG",6,2405073,04/09/2024
,04/09/2024 05:31:00 PM,,Graffiti Calls,REPORT TAKEN,24092331,"247 W 10TH AVE, EUG",P,2405109,04/09/2024
,04/09/2024 05:11:03 PM,04/09/2024 05:46:28 PM,Loud Noise,UNFOUNDED,24091737,"1923 GARDEN AVE, EUG",5,,04/09/2024
,04/09/2024 05:05:19 PM,04/09/2024 07:07:52 PM,Theft,REPORT TAKEN,24091733,"25 N POLK ST, EUG",4,2405078,04/09/2024
,04/09/2024 05:00:44 PM,04/09/2024 05:04:17 PM,Burglary,REPORT TAKEN,24091731,"3794 WILSHIRE LN, EUG",5,2405075,04/09/2024
,04/09/2024 04:58:35 PM,,Theft ID,REPORT TAKEN,24091728,"300 COUNTRY CLUB RD, EUG",P,2405072,04/09/2024
,04/09/2024 04:38:31 PM,04/09/2024 06:49:17 PM,Assault,REPORT TAKEN,24091714,"2836 W 11TH AVE, EUG",4,2405077,04/09/2024
,04/09/2024 04:34:10 PM,,Theft from Vehicle,REPORT TAKEN,24091711,"665 E 15TH AVE, EUG",P,2405071,04/09/2024
,04/09/2024 04:29:54 PM,04/09/2024 04:45:09 PM,Criminal Trespass,ADVISED,24091705,"1156 HWY 99N, EUG",3,,04/09/2024
,04/09/2024 04:17:39 PM,,Theft,REPORT TAKEN,24091696,"1975 ONYX ST, EUG",P,2405070,04/09/2024
,04/09/2024 04:07:34 PM,04/09/2024 04:56:48 PM,Dispute,INFORMATION ONLY,24091684,"W 11TH AVE/GARFIELD ST, EUG",3,,04/09/2024
,04/09/2024 04:05:48 PM,,Forgery,REPORT TAKEN,24091682,"210 MONROE ST, EUG",P,2405069,04/09/2024
,04/09/2024 04:03:37 PM,04/09/2024 04:22:41 PM,Dog(s) at Large,RESOLVED,24091681,"2775 EDISON ST, EUG",3,,04/09/2024
,04/09/2024 03:59:09 PM,04/09/2024 05:19:50 PM,Disorderly Subject,GONE ON ARRIVAL,24091675,"OLIVE ST/W BROADWAY, EUG",3,,04/09/2024
,04/09/2024 03:54:55 PM,04/09/2024 03:54:55 PM,Traffic Stop,WARNING,24091667,"LINCOLN ST/CHESHIRE AVE, EUG",6,,04/09/2024
,04/09/2024 03:39:47 PM,,Theft from Vehicle,REPORT TAKEN,24091660,"52 DIVISION AVE, EUG",P,2405068,04/09/2024
,04/09/2024 03:28:24 PM,04/09/2024 05:33:03 PM,Criminal Trespass,GONE ON ARRIVAL,24091652,"1785 HIGH ALY, EUG",3,,04/09/2024
,04/09/2024 03:21:01 PM,04/09/2024 03:41:56 PM,Suspicious Condition(s),WELFARE CHECK DONE,24091647,"3210 KINSROW AVE, EUG",3,,04/09/2024
,04/09/2024 02:41:20 PM,04/09/2024 04:50:45 PM,Criminal Trespass,ADVISED,24091621,"1135 MILL ST, EUG",3,,04/09/2024
,04/09/2024 02:21:46 PM,,Graffiti Calls,REPORT TAKEN,24091605,"2350 W 11TH AVE, EUG",P,2405064,04/09/2024
,04/09/2024 02:09:00 PM,04/09/2024 02:09:01 PM,Disorderly Subject,FIELD INVESTIGATION,24091597,"28801 DOUGLAS DR, EUG",6,,04/09/2024
,04/09/2024 01:57:31 PM,04/09/2024 05:01:04 PM,Criminal Trespass,GONE ON ARRIVAL,24091584,"2750 ROOSEVELT BLVD, EUG",4,,04/09/2024
,04/09/2024 01:56:54 PM,04/09/2024 02:23:30 PM,Animal Abuse,ADVISED,24091583,"W 11TH AVE/BAILEY HILL RD, EUG",3,,04/09/2024
,04/09/2024 01:55:49 PM,04/09/2024 02:37:12 PM,Criminal Trespass,WARNING,24091581,"2950 W 11TH AVE, EUG",4,,04/09/2024
,04/09/2024 01:33:50 PM,04/09/2024 01:33:50 PM,Assist Outside Agency,ARREST,24091564,"W 11TH AVE/CITY VIEW ST, EUG",P,2405063,04/09/2024
,04/09/2024 01:31:31 PM,04/09/2024 05:47:51 PM,Robbery,REPORT TAKEN,24091563,"2750 ROOSEVELT BLVD, EUG",4,2405079,04/09/2024
,04/09/2024 01:26:16 PM,,Theft from Vehicle,REPORT TAKEN,24091556,"700 E BROADWAY, EUG",P,2405062,04/09/2024
,04/09/2024 01:24:03 PM,04/09/2024 01:25:22 PM,Motor Vehicle Unknown,ASSISTED,24091553,"3175 W 11TH AVE, EUG",1,,04/09/2024
,04/09/2024 01:23:32 PM,04/09/2024 01:23:32 PM,Assist Outside Agency,ASSISTED,24091551,"W 15TH AVE/HAYES ST, EUG",P,,04/09/2024
,04/09/2024 01:05:29 PM,04/09/2024 01:36:37 PM,Disorderly Subject,ASSISTED,24091539,"300 N JEFFERSON ST, EUG",3,,04/09/2024
,04/09/2024 01:03:26 PM,04/09/2024 01:03:47 PM,Found Property,REPORT TAKEN,24091536,"275 W 37TH AVE, EUG",P,2405057,04/09/2024
,04/09/2024 12:46:45 PM,04/09/2024 12:53:05 PM,Found Property,REPORT TAKEN,24091520,"1345 ARTHUR ST, EUG",5,2405060,04/09/2024
,04/09/2024 12:46:23 PM,04/09/2024 12:46:23 PM,Assist Public Works,RESOLVED,24091518,"849 W 6TH AVE, EUG",6,,04/09/2024
,04/09/2024 12:36:06 PM,04/09/2024 12:45:59 PM,Traffic Hazard,PATROL CHECK,24091503,"1500 COBURG RD, EUG",3,,04/09/2024
,04/09/2024 12:14:47 PM,04/09/2024 12:14:47 PM,Assist Public Works,FIELD INVESTIGATION,24091484,"W 7TH AVE/MONROE ST, EUG",6,,04/09/2024
,04/09/2024 12:08:54 PM,04/09/2024 12:17:30 PM,Found Animal(s),RESOLVED,24091482,"W BROADWAY/GARFIELD ST, EUG",3,,04/09/2024
,04/09/2024 11:43:43 AM,04/09/2024 11:43:43 AM,Assist Outside Agency,ASSISTED,24091454,"E 12TH AVE/MILL ST, EUG",6,,04/09/2024
,04/09/2024 11:42:21 AM,04/09/2024 11:42:21 AM,Found Property,REPORT TAKEN,24091451,"4575 W 11TH AVE, EUG",P,2405054,04/09/2024
,04/09/2024 11:37:24 AM,04/09/2024 12:08:04 PM,Suspicious Condition(s),GONE ON ARRIVAL,24091447,"ALDER ST/E 19TH AVE, EUG",4,,04/09/2024
,04/09/2024 11:35:24 AM,04/09/2024 11:35:24 AM,Traffic Stop,FIELD INVESTIGATION,24091445,"W 6TH AVE/WASHINGTON ST, EUG",6,,04/09/2024
,04/09/2024 11:24:59 AM,,Theft ID,REPORT TAKEN,24091433,"1622 HAMLET LN, EUG",P,2405052,04/09/2024
,04/09/2024 11:24:01 AM,04/09/2024 12:12:14 PM,Unauthorized Use of Vehicle,REPORT TAKEN,24091430,"1275 W 5TH AVE, EUG",3,2405056,04/09/2024
,04/09/2024 11:18:46 AM,,Theft,REPORT TAKEN,24091425,"2940 W 11TH AVE, EUG",P,2405051,04/09/2024
,04/09/2024 11:16:12 AM,04/09/2024 11:16:12 AM,Suspicious Condition(s),RESOLVED,24091420,"1801 ECHO HOLLOW RD, EUG",P,,04/09/2024
,04/09/2024 10:59:09 AM,,Criminal Trespass,ARREST,24091410,"300-BLK GARFIELD ST, EUG",P,2405049,04/09/2024
,04/09/2024 10:45:59 AM,04/09/2024 11:39:04 AM,Criminal Trespass,GONE ON ARRIVAL,24091393,"1080 WILLAMETTE ST, EUG",3,,04/09/2024
,04/09/2024 10:44:11 AM,,Theft from Vehicle,REPORT TAKEN,24091391,"3525 KINSROW AVE, EUG",P,2405047,04/09/2024
,04/09/2024 10:37:41 AM,04/09/2024 04:48:38 PM,Criminal Trespass,GONE ON ARRIVAL,24091389,"1900 W 7TH AVE, EUG",4,,04/09/2024
,04/09/2024 10:00:00 AM,04/09/2024 10:00:00 AM,Traffic Stop,WARNING,24091358,"E 6TH AVE/PEARL ST, EUG",6,,04/09/2024
,04/09/2024 09:56:31 AM,04/09/2024 10:15:45 AM,Reckless Burning,CITED IN LIEU OF CUSTODY,24091354,"2315 MARTIN LUTHER KING JR BLVD, EUG",3,2405046,04/09/2024
,04/09/2024 09:53:02 AM,04/09/2024 12:13:38 PM,Abandoned Animal,GONE ON ARRIVAL,24091349,"1200 BRAMBLEWOOD LN, EUG",5,,04/09/2024
,04/09/2024 09:39:39 AM,04/09/2024 01:25:06 PM,Criminal Trespass,GONE ON ARRIVAL,24091342,"1680 W 18TH AVE, EUG",3,,04/09/2024
,04/09/2024 09:38:24 AM,04/09/2024 02:43:11 PM,Criminal Trespass,FIELD INVESTIGATION,24091341,"1360 W 1ST AVE, EUG",4,,04/09/2024
,04/09/2024 09:37:27 AM,,Shoplifter(s),REPORT TAKEN,24091340,"4575 W 11TH AVE, EUG",P,2405043,04/09/2024
,04/09/2024 09:37:16 AM,04/09/2024 09:51:21 AM,Criminal Trespass,ADVISED,24091339,"825 E PARK ST, EUG",4,,04/09/2024
,04/09/2024 09:36:16 AM,04/09/2024 10:08:05 AM,Criminal Trespass,ADVISED,24091337,"260 W 12TH AVE, EUG",3,,04/09/2024
,04/09/2024 09:27:43 AM,04/09/2024 11:41:08 AM,Theft,REPORT TAKEN,24091327,"1740 W 18TH AVE, EUG",4,2405055,04/09/2024
