Map,Call Time,Dispatch Time,Incident Desc,Disposition,Event Number,Location,Priority,Case,Date
,04/06/2025 03:51:13 PM,04/06/2025 05:23:08 PM,Dispute,WELFARE CHECK DONE,25088459,"2555 ROOSEVELT BLVD, EUG",3,,04/06/2025
,04/06/2025 03:25:41 PM,04/06/2025 03:25:41 PM,Traffic Stop,WARNING,25088442,"E 18TH AVE/HILYARD ST, EUG",6,,04/06/2025
,04/06/2025 03:18:05 PM,04/06/2025 03:18:05 PM,Traffic Stop,WARNING,25088438,"W 7TH AVE/BLAIR BLVD, EUG",6,,04/06/2025
,04/06/2025 02:58:36 PM,04/06/2025 03:03:58 PM,Motor Vehicle Unknown,ASSISTED,25088423,"218 I105 WB, EUG",1,,04/06/2025
,04/06/2025 02:46:50 PM,04/06/2025 03:15:12 PM,Dispute,REPORT TAKEN,25088412,"2159 W 17TH AVE, EUG",3,2505504,04/06/2025
,04/06/2025 02:38:13 PM,04/06/2025 03:24:57 PM,Unauthorized Use of Vehicle,ADVISED,25088406,"E 11TH AVE/HIGH ST, EUG",3,,04/06/2025
,04/06/2025 02:36:49 PM,04/06/2025 09:35:17 PM,Criminal Trespass,FIELD INVESTIGATION,25088405,"2025 RIVER RD, EUG",4,,04/06/2025
,04/06/2025 02:07:52 PM,04/06/2025 02:11:11 PM,Illegal Burning,INFORMATION ONLY,25088392,"240 WASHINGTON ST, EUG",5,,04/06/2025
,04/06/2025 02:02:51 PM,,Fraud,REPORT TAKEN,25088393,"353 E BROADWAY, EUG",P,2505498,04/06/2025
,04/06/2025 01:57:32 PM,04/06/2025 02:09:31 PM,Motor Vehicle Unknown,ASSISTED,25088384,"94 I105 WB, EUG",3,,04/06/2025
,04/06/2025 01:56:48 PM,04/06/2025 02:49:51 PM,Unauthorized Use of Vehicle,REPORT TAKEN,25088383,"E 18TH AVE/HIGH ST, EUG",3,2505502,04/06/2025
,04/06/2025 01:51:44 PM,04/06/2025 03:50:33 PM,Dispute,REPORT TAKEN,25088377,"1880 RIVER RD, EUG",3,2505505,04/06/2025
,04/06/2025 01:50:04 PM,04/06/2025 01:54:23 PM,Disabled Vehicle(s),GONE ON ARRIVAL,25088376,"KINSROW AVE/COMMONS DR, EUG",3,,04/06/2025
,04/06/2025 01:45:15 PM,,Theft,REPORT TAKEN,25088371,"3800 FERRY ST, EUG",P,2505495,04/06/2025
,04/06/2025 01:44:31 PM,04/06/2025 02:03:54 PM,Dispute,REPORT TAKEN,25088368,"2217 CHURCHILL ST, EUG",3,2505503,04/06/2025
,04/06/2025 01:38:16 PM,04/06/2025 09:28:21 PM,Theft,REPORT TAKEN,25088367,"4634 HARRIET AVE, EUG",4,2505514,04/06/2025
,04/06/2025 01:34:27 PM,,Theft from Vehicle,REPORT TAKEN,25088365,"35 W 8TH AVE, EUG",P,2505492,04/06/2025
,04/06/2025 01:32:54 PM,04/06/2025 01:36:39 PM,Motor Vehicle Unknown,DISREGARD,25088360,"950 BELTLINE WB, EUG",1,,04/06/2025
,04/06/2025 01:26:43 PM,04/06/2025 01:29:25 PM,Burglary,DISREGARD,25088356,"1160 W 15TH AVE, EUG",5,,04/06/2025
,04/06/2025 01:09:49 PM,,Theft from Vehicle,REPORT TAKEN,25088346,"393 LOMBARD ST, EUG",P,2505491,04/06/2025
,04/06/2025 01:08:54 PM,04/06/2025 01:23:02 PM,Suspicious Condition(s),REPORT TAKEN,25088344,"1044 W 7TH ALY, EUG",5,2505493,04/06/2025
,04/06/2025 01:06:07 PM,04/06/2025 09:14:50 PM,Assault,REPORT TAKEN,25088340,"2200 BAILEY HILL RD, EUG",4,2505515,04/06/2025
,04/06/2025 12:53:28 PM,04/06/2025 01:12:04 PM,Theft,ARREST,25088334,"W 5TH AVE/WASHINGTON ST, EUG",4,2505496,04/06/2025
,04/06/2025 12:35:51 PM,04/06/2025 12:48:07 PM,Reckless Driving,INFORMATION ONLY,25088319,"1191 BELTLINE WB, EUG",3,,04/06/2025
,04/06/2025 12:35:00 PM,,Shoplifter(s),REPORT TAKEN,25088318,"145 E 18TH AVE, EUG",P,2505489,04/06/2025
,04/06/2025 12:33:36 PM,04/06/2025 09:26:35 PM,Hit & Run,RESOLVED,25088315,"COBURG RD/CHAD DR, EUG",4,,04/06/2025
,04/06/2025 12:26:27 PM,04/06/2025 01:34:56 PM,Dispute,ARREST,25088310,"1005 TIARA ST, EUG",3,2505499,04/06/2025
,04/06/2025 11:59:44 AM,,Shoplifter(s),REPORT TAKEN,25088283,"1500 COBURG RD, EUG",P,2505486,04/06/2025
,04/06/2025 11:55:39 AM,04/06/2025 12:25:12 PM,Location Stolen Vehicle,UNABLE TO LOCATE,25088277,"1601 HWY 99N, EUG",3,,04/06/2025
,04/06/2025 11:48:22 AM,,Theft,REPORT TAKEN,25088274,"1304 CHAMBERS ST, EUG",P,2505485,04/06/2025
,04/06/2025 11:45:45 AM,04/06/2025 11:50:47 AM,Dispute,REPORT TAKEN,25088273,"4001 POTTER ST, EUG",3,2505490,04/06/2025
,04/06/2025 11:32:10 AM,,Shoplifter(s),REPORT TAKEN,25088266,"109 S GARDEN WAY, EUG",P,2505484,04/06/2025
,04/06/2025 11:28:32 AM,04/06/2025 11:36:40 AM,Found Contraband,REPORT TAKEN,25088263,"451 W BROADWAY, EUG",5,2505487,04/06/2025
,04/06/2025 11:22:13 AM,04/06/2025 11:22:14 AM,Suspicious Vehicle(s),WARNING,25088255,"STEWART RD/S BERTELSEN RD, EUG",P,,04/06/2025
,04/06/2025 11:20:34 AM,04/06/2025 02:17:55 PM,Criminal Trespass,GONE ON ARRIVAL,25088254,"595 W 8TH AVE, EUG",4,,04/06/2025
,04/06/2025 11:14:12 AM,04/06/2025 11:14:12 AM,Person Stop,FIELD INVESTIGATION,25088252,"825 W 7TH AVE, EUG",6,,04/06/2025
,04/06/2025 11:06:49 AM,04/06/2025 11:06:50 AM,Disabled Vehicle(s),ASSISTED,25088246,"COBURG RD/CEDARWOOD RD, EUG",P,,04/06/2025
,04/06/2025 10:55:55 AM,04/06/2025 06:35:05 PM,Hit & Run,REPORT TAKEN,25088239,"W 11TH AVE/OLIVE ST, EUG",6,2505511,04/06/2025
,04/06/2025 10:30:29 AM,04/06/2025 09:11:13 PM,Dispute,UNABLE TO LOCATE,25088222,"2395 ARTHUR ST, EUG",4,,04/06/2025
,04/06/2025 10:07:21 AM,04/06/2025 10:18:06 AM,Disorderly Subject,PATROL CHECK,25088212,"CITY VIEW ST/FERN RIDGE PATH, EUG",3,,04/06/2025
,04/06/2025 09:49:54 AM,04/06/2025 10:20:00 AM,Unknown Problem,ASSISTED,25088206,"3175 KINSROW AVE, EUG",3,,04/06/2025
,04/06/2025 09:49:23 AM,04/06/2025 09:58:28 AM,Disorderly Subject,ASSISTED,25088204,"FERRY ST/E 8TH AVE, EUG",3,,04/06/2025
,04/06/2025 09:45:48 AM,04/06/2025 10:02:52 AM,Criminal Trespass,GONE ON ARRIVAL,25088200,"1680 W 18TH AVE, EUG",3,,04/06/2025
,04/06/2025 09:41:38 AM,04/06/2025 08:59:53 PM,Found Contraband,REPORT TAKEN,25088197,"1190 W 26TH AVE, EUG",5,2505516,04/06/2025
,04/06/2025 09:36:37 AM,04/06/2025 10:57:01 AM,Dog(s) at Large,REPORT TAKEN,25088195,"2510-BLK OAKMONT WAY, EUG",5,2505488,04/06/2025
,04/06/2025 09:36:23 AM,04/06/2025 09:39:18 AM,Motor Vehicle Unknown,ASSISTED,25088194,"WALNUT ST/FRANKLIN BLVD, EUG",1,,04/06/2025
,04/06/2025 09:26:58 AM,,Fraud,REPORT TAKEN,25088190,"3620 W 18TH AVE, EUG",P,2505482,04/06/2025
,04/06/2025 09:23:42 AM,,Dispute,ARREST,25088187,"555 TYLER ST, EUG",4,2505481,04/06/2025
,04/06/2025 09:00:46 AM,04/06/2025 09:27:10 AM,Open Door,REPORT TAKEN,25088174,"3704 ROCKCRESS RD, EUG",3,2505483,04/06/2025
,04/06/2025 08:39:51 AM,,Fraud,REPORT TAKEN,25088163,"299 E 11TH AVE, EUG",P,2505479,04/06/2025
,04/06/2025 07:41:54 AM,04/06/2025 07:41:55 AM,Person Stop,ARREST,25088147,"W 6TH AVE/CHAMBERS ST, EUG",6,2505478,04/06/2025
,04/06/2025 07:19:21 AM,04/06/2025 07:34:57 AM,Criminal Trespass,ADVISED,25088140,"600 E 24TH AVE, EUG",3,,04/06/2025
,04/06/2025 07:07:06 AM,04/06/2025 07:07:06 AM,Traffic Stop,ADVISED,25088137,"MCKENZIE HWY/CAMP CREEK RD, SPR",6,,04/06/2025
,04/06/2025 06:19:26 AM,04/06/2025 06:19:26 AM,Traffic Stop,ASSISTED,25088119,"155 I105 EB, EUG",6,,04/06/2025
,04/06/2025 05:36:14 AM,04/06/2025 06:57:20 AM,Dispute,GONE ON ARRIVAL,25088101,"524 BELTLINE EB, EUG",3,,04/06/2025
,04/06/2025 05:23:19 AM,04/06/2025 08:48:37 AM,Loud Noise,QUIET ON ARRIVAL,25088097,"E 17TH AVE/MILL ST, EUG",5,,04/06/2025
,04/06/2025 05:11:04 AM,04/06/2025 07:03:40 AM,Criminal Trespass,GONE ON ARRIVAL,25088095,"516 LAWRENCE ST, EUG",4,,04/06/2025
,04/06/2025 04:16:17 AM,04/06/2025 04:26:49 AM,Dispute,REPORT TAKEN,25088089,"1340 MILL ST, EUG",3,2505477,04/06/2025
,04/06/2025 04:03:23 AM,04/06/2025 04:08:48 AM,Dispute,REPORT TAKEN,25088085,"3572 WESTLEIGH ST, EUG",3,2505476,04/06/2025
,04/06/2025 03:26:12 AM,04/06/2025 03:30:17 AM,Prowler(s),REPORT TAKEN,25088075,"712 POWERS ST, EUG",3,2505475,04/06/2025
,04/06/2025 03:00:07 AM,04/06/2025 03:00:07 AM,Traffic Stop,SOBRIETY CHECK,25088066,"ROOSEVELT BLVD/N CLEVELAND ST, EUG",6,,04/06/2025
,04/06/2025 02:43:24 AM,04/06/2025 02:50:43 AM,Attempt to Locate,ARREST,25088056,"BOB STRAUB PKWY/MT VERNON RD, SPR",3,,04/06/2025
,04/06/2025 02:03:16 AM,04/06/2025 02:07:51 AM,Dispute,REPORT TAKEN,25088037,"2893 AVA ST, EUG",3,2505474,04/06/2025
,04/06/2025 02:01:13 AM,04/06/2025 02:14:33 AM,Motor Vehicle Unknown,ARREST,25088034,"N TERRY ST/BARGER DR, EUG",1,2505473,04/06/2025
,04/06/2025 01:28:36 AM,04/06/2025 01:56:36 AM,Theft,ASSISTED,25088016,"1337 HILYARD ST, EUG",3,,04/06/2025
,04/06/2025 01:20:01 AM,04/06/2025 01:35:39 AM,Suspicious Condition(s),UNABLE TO LOCATE,25088008,"540 TYLER ST, EUG",3,,04/06/2025
,04/06/2025 12:50:51 AM,04/06/2025 01:18:19 AM,Dispute,WELFARE CHECK DONE,25087987,"1011 ABBIE LN, EUG",3,,04/06/2025
,04/06/2025 12:46:19 AM,04/06/2025 12:46:19 AM,"Accident, Bike",REPORT TAKEN,25087981,"220 BLAIR BLVD, EUG",1,2505472,04/06/2025
,04/06/2025 12:39:46 AM,04/06/2025 12:56:46 AM,Suspicious Subject(s),WARNING,25087975,"4275 BARGER DR, EUG",3,,04/06/2025
,04/06/2025 12:36:49 AM,04/06/2025 12:36:49 AM,Dispute,ADVISED,25087971,"WILLAMETTE ALY/W 13TH AVE, EUG",P,,04/06/2025
,04/06/2025 12:26:09 AM,04/06/2025 12:29:14 AM,Dispute,GONE ON ARRIVAL,25087963,"1631 RIVER RD, EUG",3,,04/06/2025
,04/06/2025 12:09:25 AM,04/06/2025 01:29:38 AM,Disorderly Subject,GONE ON ARRIVAL,25087954,"1333 OAK PATCH RD, EUG",3,,04/06/2025
,04/06/2025 12:00:40 AM,04/06/2025 12:00:41 AM,Traffic Stop,WARNING,25087945,"10002-BLK COBURG RD, EUG",6,,04/06/2025
,04/07/2025 11:59:05 PM,04/07/2025 11:59:05 PM,Assist State Police,ASSISTED,25089707,"4550 W 11TH AVE, EUG",P,,04/07/2025
,04/07/2025 11:53:48 PM,04/08/2025 12:44:29 AM,Criminal Trespass,ADVISED,25089705,"454 WILLAMETTE ST, EUG",4,,04/07/2025
,04/07/2025 11:42:43 PM,04/07/2025 11:57:28 PM,Open Door,REPORT TAKEN,25089704,"1141 W 24TH AVE, EUG",3,2505574,04/07/2025
,04/07/2025 11:32:17 PM,04/07/2025 11:40:45 PM,Dispute,WELFARE CHECK DONE,25089700,"145 E 18TH AVE, EUG",3,,04/07/2025
,04/07/2025 11:28:09 PM,04/07/2025 11:32:41 PM,Criminal Trespass,REPORT TAKEN,25089697,"675 RIVER RD, EUG",3,2505573,04/07/2025
,04/07/2025 11:13:26 PM,04/08/2025 01:44:26 AM,Criminal Trespass,GONE ON ARRIVAL,25089690,"222 E BROADWAY, EUG",4,,04/07/2025
,04/07/2025 10:57:52 PM,04/07/2025 11:09:51 PM,Suspicious Subject(s),UNABLE TO LOCATE,25089680,"2031 ROOSEVELT BLVD, EUG",3,,04/07/2025
,04/07/2025 10:52:13 PM,04/07/2025 10:59:57 PM,Attempt to Locate,ASSISTED,25089677,"300 COUNTRY CLUB RD, EUG",3,,04/07/2025
,04/07/2025 10:48:21 PM,04/07/2025 10:51:49 PM,Criminal Trespass,RESOLVED,25089676,"222 E BROADWAY, EUG",4,,04/07/2025
,04/07/2025 10:40:23 PM,04/07/2025 10:45:01 PM,Traffic Hazard,RESOLVED,25089669,"10002-BLK COBURG RD, EUG",3,,04/07/2025
,04/07/2025 10:24:11 PM,04/07/2025 10:40:54 PM,Prowler(s),ARREST,25089656,"110 E 38TH AVE, EUG",3,2505572,04/07/2025
,04/07/2025 10:21:36 PM,04/07/2025 10:47:05 PM,Disorderly Subject,ASSISTED,25089655,"4175 FERGUS AVE, EUG",3,,04/07/2025
,04/07/2025 10:13:30 PM,04/08/2025 01:36:58 AM,Abandoned Animal,GONE ON ARRIVAL,25089650,"305-BLK ELLIE LN, EUG",5,,04/07/2025
,04/07/2025 10:02:19 PM,04/07/2025 10:11:18 PM,Suspicious Vehicle(s),ADVISED,25089645,"PACIFIC AVE/ATLANTIC ST, EUG",3,,04/07/2025
,04/07/2025 09:57:00 PM,04/07/2025 10:51:32 PM,Criminal Trespass,GONE ON ARRIVAL,25089641,"1080 W 7TH AVE, EUG",4,,04/07/2025
,04/07/2025 09:38:11 PM,04/07/2025 10:17:44 PM,Unknown Problem,GONE ON ARRIVAL,25089635,"111 MONROE ST, EUG",3,,04/07/2025
,04/07/2025 09:22:52 PM,04/07/2025 09:29:36 PM,Dispute,WELFARE CHECK DONE,25089631,"N WASHINGTON ST/FLORAL AVE, EUG",3,,04/07/2025
,04/07/2025 09:18:55 PM,04/07/2025 09:18:55 PM,Person Stop,ADVISED,25089624,"HWY 99N/ROOSEVELT BLVD, EUG",6,,04/07/2025
,04/07/2025 09:10:34 PM,04/07/2025 10:36:05 PM,Found Animal(s),REPORT TAKEN,25089614,"2298 AVENGALE DR, EUG",5,2505571,04/07/2025
,04/07/2025 08:43:14 PM,04/07/2025 09:11:37 PM,Dispute,UNABLE TO LOCATE,25089597,"29794 WILLOW CREEK RD, EUG",3,,04/07/2025
,04/07/2025 08:32:27 PM,04/07/2025 09:56:39 PM,Unknown Problem,WELFARE CHECK DONE,25089587,"3344 HAWTHORNE AVE, EUG",3,,04/07/2025
,04/07/2025 08:24:56 PM,04/07/2025 08:29:50 PM,Suspicious Condition(s),WELFARE CHECK DONE,25089583,"WILLAMETTE ST/E 28TH AVE, EUG",3,,04/07/2025
,04/07/2025 08:02:36 PM,04/07/2025 08:14:53 PM,Dispute,INFORMATION ONLY,25089567,"555 RIVER RD, EUG",3,,04/07/2025
,04/07/2025 07:46:04 PM,04/07/2025 07:54:14 PM,Unauthorized Use of Vehicle,REPORT TAKEN,25089559,"3390 KINSROW AVE, EUG",3,2505570,04/07/2025
,04/07/2025 07:44:41 PM,04/07/2025 07:46:07 PM,Dispute,RESOLVED,25089556,"1331-BLK GARFIELD ST, EUG",9,,04/07/2025
,04/07/2025 07:26:08 PM,04/07/2025 11:05:38 PM,Loud Noise,GONE ON ARRIVAL,25089549,"2044 DAKOTA ST, EUG",5,,04/07/2025
,04/07/2025 07:21:32 PM,04/07/2025 07:39:59 PM,Criminal Trespass,ADVISED,25089545,"933 OLIVE ST, EUG",4,,04/07/2025
,04/07/2025 06:55:51 PM,04/07/2025 06:57:21 PM,Dispute,ADVISED,25089523,"2650 RIVER RD, EUG",3,,04/07/2025
,04/07/2025 06:19:29 PM,04/07/2025 08:19:51 PM,Unlawful Vehicle Entry,CITED IN LIEU OF CUSTODY,25089490,"376 HWY 99N, EUG",3,2505569,04/07/2025
,04/07/2025 06:08:20 PM,04/07/2025 06:13:49 PM,Reckless Driving,ARREST,25089483,"HAYES ST/W 13TH AVE, EUG",3,2505564,04/07/2025
,04/07/2025 06:06:13 PM,04/07/2025 06:08:21 PM,Burglary,ARREST,25089481,"2426 WILLAKENZIE RD, EUG",3,2505565,04/07/2025
,04/07/2025 05:47:12 PM,04/07/2025 07:06:42 PM,Disorderly Subject,GONE ON ARRIVAL,25089467,"W BROADWAY/WILLAMETTE ST, EUG",3,,04/07/2025
,04/07/2025 05:46:41 PM,04/07/2025 11:10:26 PM,Theft,UNABLE TO LOCATE,25089465,"2699 ROOSEVELT BLVD, EUG",4,,04/07/2025
,04/07/2025 05:45:19 PM,04/07/2025 05:47:40 PM,Dispute,REPORT TAKEN,25089463,"1665 OAK PATCH RD, EUG",3,2505566,04/07/2025
,04/07/2025 05:43:33 PM,04/07/2025 05:46:48 PM,Dispute,REPORT TAKEN,25089462,"S BERTELSEN RD/W 7TH AVE, EUG",3,2505563,04/07/2025
,04/07/2025 05:36:27 PM,04/07/2025 05:44:22 PM,ATL Drunk Driver,UNABLE TO LOCATE,25089453,"W 8TH AVE/VAN BUREN ST, EUG",3,,04/07/2025
,04/07/2025 05:32:00 PM,,Theft,REPORT TAKEN,25091601,"2024 W 2ND AVE, EUG",P,2505710,04/07/2025
,04/07/2025 05:24:18 PM,04/07/2025 05:48:27 PM,Missing Person(s),ADVISED,25089448,"2315 MARTIN LUTHER KING JR BLVD, EUG",3,,04/07/2025
,04/07/2025 05:15:40 PM,04/07/2025 05:19:19 PM,Traffic Hazard,ADVISED,25089442,"GRANT ST/W 10TH AVE, EUG",3,,04/07/2025
,04/07/2025 05:11:00 PM,,Forgery,REPORT TAKEN,25091594,"800 WILLAMETTE ST, EUG",P,2505709,04/07/2025
,04/07/2025 05:03:19 PM,04/07/2025 07:49:30 PM,Criminal Trespass,ADVISED,25089433,"1360-BLK OLIVE ST, EUG",4,,04/07/2025
,04/07/2025 04:52:59 PM,04/07/2025 04:56:18 PM,Theft,ARREST,25089417,"160 OAKWAY RD, EUG",3,2505560,04/07/2025
,04/07/2025 04:41:26 PM,04/07/2025 04:44:05 PM,Dispute,GONE ON ARRIVAL,25089400,"1133 OLIVE ST, EUG",3,,04/07/2025
,04/07/2025 04:23:33 PM,04/07/2025 04:23:33 PM,Criminal Trespass,ADVISED,25089386,"255 COBURG RD, EUG",P,,04/07/2025
,04/07/2025 04:18:02 PM,04/07/2025 04:20:10 PM,Motor Vehicle Unknown,ASSISTED,25089384,"CHAMBERS ST/W 5TH AVE, EUG",1,,04/07/2025
,04/07/2025 04:09:02 PM,04/07/2025 04:29:49 PM,Assault,REPORT TAKEN,25089374,"1165 W BROADWAY, EUG",4,2505562,04/07/2025
,04/07/2025 04:01:00 PM,,Suspicious Condition(s),REPORT TAKEN,25092681,"300 COUNTRY CLUB RD, EUG",P,2505787,04/07/2025
,04/07/2025 03:59:31 PM,04/07/2025 07:58:52 PM,Theft,REPORT TAKEN,25089365,"655 GOODPASTURE ISLAND RD, EUG",4,2505568,04/07/2025
,04/07/2025 03:55:36 PM,04/07/2025 04:11:28 PM,Dispute,GONE ON ARRIVAL,25089362,"2500-BLK OAK ST, EUG",3,,04/07/2025
,04/07/2025 03:42:35 PM,04/07/2025 03:53:51 PM,Criminal Trespass,ADVISED,25089353,"207 COBURG RD, EUG",3,,04/07/2025
,04/07/2025 03:39:37 PM,04/07/2025 03:44:43 PM,Alarm,FALSE ALARM,25089349,"911 COUNTRY CLUB RD, EUG",P,,04/07/2025
,04/07/2025 03:38:00 PM,,"Theft, Mail",REPORT TAKEN,25091587,"721 COUNTRY CLUB RD, EUG",P,2505707,04/07/2025
,04/07/2025 03:29:08 PM,04/07/2025 03:32:16 PM,Alarm,FALSE ALARM,25089339,"4075 AERIAL WAY, EUG",3,,04/07/2025
,04/07/2025 03:11:08 PM,04/07/2025 03:11:08 PM,"Accident, Vehicle-Bike",ASSISTED,25089314,"CENTENNIAL LP/MARTIN LUTHER KING JR BLVD, EUG",1,,04/07/2025
,04/07/2025 03:10:00 PM,,Forgery,REPORT TAKEN,25091582,"2525 COBURG RD, EUG",P,2505706,04/07/2025
,04/07/2025 03:05:00 PM,,Theft,REPORT TAKEN,25092664,"1878 VILLARD ST, EUG",P,2505785,04/07/2025
,04/07/2025 02:50:40 PM,04/07/2025 03:17:59 PM,Criminal Trespass,ADVISED,25089302,"4750 VILLAGE PLAZA LP, EUG",4,,04/07/2025
,04/07/2025 02:45:07 PM,04/07/2025 03:05:02 PM,Traffic Hazard,GONE ON ARRIVAL,25089298,"192 DELTA SB HWY, EUG",3,,04/07/2025
,04/07/2025 02:41:58 PM,04/07/2025 03:16:48 PM,Suspicious Condition(s),INFORMATION ONLY,25089293,"1325 MAXWELL RD, EUG",3,,04/07/2025
,04/07/2025 02:35:04 PM,04/07/2025 03:04:20 PM,Blocked Driveway,RESOLVED,25089288,"1911 OAK ST, EUG",4,,04/07/2025
,04/07/2025 02:29:40 PM,04/07/2025 02:33:07 PM,Traffic Hazard,UNFOUNDED,25089283,"30296 BELTLINE, EUG",3,,04/07/2025
,04/07/2025 02:29:20 PM,04/07/2025 02:45:05 PM,Missing Person(s),REPORT TAKEN,25089281,"300 COUNTRY CLUB RD, EUG",3,2505558,04/07/2025
,04/07/2025 02:27:03 PM,04/07/2025 02:27:03 PM,Dispute,PATROL CHECK,25089279,"CHARNELTON ST/W 7TH AVE, EUG",P,,04/07/2025
,04/07/2025 02:27:00 PM,,Forgery,REPORT TAKEN,25091888,"632 BLAIR BLVD, EUG",P,2505740,04/07/2025
,04/07/2025 02:22:52 PM,,Criminal Mischief,REPORT TAKEN,25089277,"1425 W 8TH AVE, EUG",P,2505557,04/07/2025
,04/07/2025 02:22:30 PM,04/07/2025 02:22:30 PM,Traffic Stop,UNIFORM TRAFFIC CITATION ISSUED,25089273,"169 W 6TH AVE, EUG",6,,04/07/2025
,04/07/2025 02:15:40 PM,04/07/2025 02:15:40 PM,Traffic Stop,FIELD INVESTIGATION,25089263,"MARTIN LUTHER KING JR BLVD/CENTENNIAL LP, EUG",6,,04/07/2025
,04/07/2025 02:13:14 PM,04/07/2025 02:34:31 PM,Criminal Trespass,GONE ON ARRIVAL,25089261,"1044 W 7TH ALY, EUG",4,,04/07/2025
,04/07/2025 02:12:13 PM,04/07/2025 02:20:44 PM,Criminal Trespass,ASSISTED,25089258,"540 E BROADWAY, EUG",4,,04/07/2025
,04/07/2025 02:03:28 PM,04/07/2025 02:12:02 PM,Suspicious Subject(s),PATROL CHECK,25089248,"4242 COMMERCE ST, EUG",3,,04/07/2025
,04/07/2025 02:03:03 PM,04/07/2025 02:14:23 PM,Criminal Trespass,ADVISED,25089247,"1360-BLK OLIVE ST, EUG",4,,04/07/2025
,04/07/2025 01:53:43 PM,04/07/2025 01:53:43 PM,Assist Public Works,ASSISTED,25089234,"E 18TH AVE/EMERALD ST, EUG",P,,04/07/2025
,04/07/2025 01:44:16 PM,04/07/2025 01:50:21 PM,Prowler(s),WARNING,25089223,"1780 W BROADWAY, EUG",3,,04/07/2025
,04/07/2025 01:15:12 PM,,Unauthorized Use of Vehicle,REPORT TAKEN,25089205,"1187 W 8TH AVE, EUG",P,2505554,04/07/2025
,04/07/2025 01:14:33 PM,04/07/2025 10:52:41 PM,Hit & Run,UNABLE TO LOCATE,25089204,"3701 W 11TH AVE, EUG",4,,04/07/2025
,04/07/2025 01:09:26 PM,,Theft,REPORT TAKEN,25089202,"3150 W 5TH AVE, EUG",P,2505553,04/07/2025
,04/07/2025 01:05:56 PM,04/07/2025 01:05:56 PM,Assist Public Works,ASSISTED,25089199,"E 14TH AVE/FERRY ST, EUG",P,,04/07/2025
,04/07/2025 12:54:43 PM,,Theft from Vehicle,REPORT TAKEN,25089188,"597 COUNTRY CLUB RD, EUG",P,2505552,04/07/2025
,04/07/2025 12:36:50 PM,04/07/2025 01:12:30 PM,Abandoned Animal,RETURNED TO OWNER,25089174,"1246-BLK W BROADWAY, EUG",5,,04/07/2025
,04/07/2025 12:26:00 PM,04/07/2025 03:34:47 PM,Criminal Trespass,ADVISED,25089166,"615 RIVER RD, EUG",4,,04/07/2025
,04/07/2025 12:22:49 PM,04/07/2025 12:23:13 PM,Dispute,ADVISED,25089162,"300 COUNTRY CLUB RD, EUG",P,,04/07/2025
,04/07/2025 12:20:09 PM,04/07/2025 12:21:14 PM,Dispute,ARREST,25089159,"1022 ALMADEN ST, EUG",6,2505550,04/07/2025
,04/07/2025 12:09:35 PM,04/07/2025 08:23:59 PM,Hit & Run,ADVISED,25089147,"W 11TH AVE/CITY VIEW ST, EUG",4,,04/07/2025
,04/07/2025 12:06:56 PM,,Theft from Vehicle,REPORT TAKEN,25089145,"1834 PATTERSON ST, EUG",P,2505548,04/07/2025
,04/07/2025 12:05:49 PM,04/07/2025 01:31:32 PM,Criminal Trespass,GONE ON ARRIVAL,25089143,"3038 ROYAL AVE, EUG",4,,04/07/2025
,04/07/2025 11:56:02 AM,04/07/2025 11:59:04 AM,Dispute,PATROL CHECK,25089134,"1022 ALMADEN ST, EUG",3,,04/07/2025
,04/07/2025 11:49:32 AM,04/07/2025 11:53:55 AM,Dispute,ASSISTED,25089130,"3069 WILLAKENZIE RD, EUG",3,,04/07/2025
,04/07/2025 11:47:02 AM,04/07/2025 11:47:03 AM,Illegal Camping,CITED IN LIEU OF CUSTODY,25089127,"600-BLK HWY 99N, EUG",P,2505544,04/07/2025
,04/07/2025 11:43:02 AM,04/07/2025 01:15:56 PM,Criminal Trespass,GONE ON ARRIVAL,25089121,"1205 OAK PATCH RD, EUG",3,,04/07/2025
,04/07/2025 11:34:52 AM,04/07/2025 11:34:52 AM,Traffic Stop,FIELD INVESTIGATION,25089116,"W 6TH AVE/LAWRENCE ST, EUG",6,,04/07/2025
,04/07/2025 11:13:48 AM,04/07/2025 05:58:10 PM,Theft,CALLER WILL CALL BACK,25089107,"45 DIVISION AVE, EUG",9,,04/07/2025
,04/07/2025 11:05:24 AM,04/07/2025 11:07:36 AM,Burglary,REPORT TAKEN,25089104,"943 OLIVE ST, EUG",3,2505547,04/07/2025
,04/07/2025 10:56:44 AM,04/07/2025 10:56:45 AM,Assist Public Works,FIELD INVESTIGATION,25089101,"4818 W 11TH AVE, EUG",P,,04/07/2025
,04/07/2025 10:56:33 AM,04/07/2025 03:50:13 PM,Hit & Run,REPORT TAKEN,25089100,"1675 W 18TH AVE, EUG",4,2505561,04/07/2025
,04/07/2025 10:45:23 AM,04/07/2025 12:04:45 PM,Unauthorized Use of Vehicle,REPORT TAKEN,25089088,"1055 HIGH ST, EUG",3,2505549,04/07/2025
,04/07/2025 10:43:34 AM,04/07/2025 11:44:12 AM,Assist Outside Agency,NON CRIMINAL HOLD,25089085,"2350 N TERRY ST, EUG",6,2505551,04/07/2025
,04/07/2025 10:25:57 AM,04/07/2025 10:30:48 AM,Assault 4,REPORT TAKEN,25089072,"4740 ROYAL AVE, EUG",1,2505542,04/07/2025
