Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
25091429,MTRO,23:14:02,4EUG,2851 APPLEWOOD LN,EUG,MEDICAL RESPONSE,2025-04-09
25091452,MTRO,23:52:03,4EUG,2811 BAILEY LN,EUG,MEDICAL RESPONSE,2025-04-09
25091455,MTRO,23:54:04,5SPR,6452 A ST,SPR,MEDICAL RESPONSE,2025-04-09
25091458,MTRO,23:59:37,4EUG,150 SENECA RD,EUG,FIRE ALARM,2025-04-09
25091459,MTRO,00:05:03,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091461,MTRO,00:12:02,5SPR,6042 PEBBLE CT,SPR,MEDICAL RESPONSE,2025-04-10
25091471,MTRO,00:39:06,4EUG,184 IOWA ST,EUG,MEDICAL RESPONSE,2025-04-10
25091472,RFD,00:42:05,6SOL,515 GRANT AVE,COT,MEDICAL RESPONSE,2025-04-10
25091491,MTRO,01:24:14,5SPR,4157 GLACIER VIEW DR,SPR,CARBON MONOXIDE ALARM,2025-04-10
25091492,MTRO,01:27:12,4EUG,1806 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2025-04-10
25091500,MTRO,01:53:48,5RAB,509 BROOKDALE AVE,SPR,MEDICAL RESPONSE,2025-04-10
25091502,MTRO,01:57:15,4EUG,250 W BROADWAY,EUG,MEDICAL RESPONSE,2025-04-10
25091508,MTRO,02:40:53,4EUG,4169 W 18TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091509,RFD,02:55:42,8LFA,24580 SUTTLE RD,VEN,MEDICAL RESPONSE,2025-04-10
25091510,MTRO,03:09:11,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2025-04-10
25091514,MTRO,03:19:38,5SPR,28TH ST/I105 WB,SPR,MEDICAL RESPONSE,2025-04-10
25091519,MTRO,03:46:36,5SPR,353 19TH ST,SPR,MEDICAL RESPONSE,2025-04-10
25091523,MTRO,04:02:39,4EUG,330 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091525,MTRO,04:03:54,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091530,MTRO,04:54:22,4EUG,2699 ROOSEVELT BLVD,EUG,MEDICAL RESPONSE,2025-04-10
25091531,MTRO,04:54:59,4EUG,100 RIVER AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091535,MTRO,05:06:18,4EUG,1220 JACOBS DR,EUG,MEDICAL RESPONSE,2025-04-10
25091538,MTRO,05:22:46,4EUG,494 W 10TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091539,RFD,05:23:36,6SOL,77500 S 6TH ST,COT,MEDICAL RESPONSE,2025-04-10
25091542,RFD,05:35:16,6SOL,1721 HWY 99,COT,MEDICAL RESPONSE,2025-04-10
25091544,MTRO,05:40:43,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2025-04-10
25091546,MTRO,05:52:31,4EUG,2386 MADISON ST,EUG,MEDICAL RESPONSE,2025-04-10
25091548,RFD,06:08:50,8LFA,25182 E BROADWAY AVE,VEN,MEDICAL RESPONSE,2025-04-10
25091553,RFD,06:13:33,8EUG,1059 PIPER SONOMA ST,EUG,MEDICAL RESPONSE,2025-04-10
25091552,RFD,06:14:11,6LOF,TERRITORIAL HWY/MP37,EUG,MOTOR VEH ACC NO INJURY,2025-04-10
25091556,MTRO,06:22:38,4EUG,1992 LAKE ISLE DR,EUG,MEDICAL RESPONSE,2025-04-10
25091558,RFD,06:26:09,8LFA,91035 POODLE CREEK RD,NOT,MEDICAL RESPONSE,2025-04-10
25091559,MTRO,06:26:10,8LFA,91035 POODLE CREEK RD,NOT,MEDICAL RESPONSE,2025-04-10
25091567,MTRO,06:50:16,5SPR,1010 POSTAL WAY,SPR,MOTOR VEH ACC UNKNOWN INJ,2025-04-10
25091574,MTRO,07:01:16,5SPR,GATEWAY ST/POSTAL WAY,SPR,ASSIST POLICE,2025-04-10
25091573,MTRO,07:02:41,4EUG,MARTIN LUTHER KING JR BLVD/COBURG RD,EUG,MEDICAL RESPONSE,2025-04-10
25091581,MTRO,07:22:59,4EUG,1885 HOLLY AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091584,MTRO,07:28:09,4EUG,555 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-04-10
25091590,MTRO,07:30:18,4EUG,112 E 10TH AVE,EUG,ASSIST POLICE,2025-04-10
25091593,MTRO,07:45:26,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2025-04-10
25091614,MTRO,08:07:10,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2025-04-10
25091623,MTRO,08:09:08,8LFA,HWY 99N/IRVING RD,EUG,RAILROAD CROSSING PROBLEM,2025-04-10
25091620,MTRO,08:10:20,5SPR,1119 A ST,SPR,MEDICAL RESPONSE,2025-04-10
25091624,RFD,08:11:07,4LFU,2824 STARK ST,EUG,MEDICAL RESPONSE,2025-04-10
25091627,MTRO,08:11:08,4LFU,2824 STARK ST,EUG,MEDICAL RESPONSE,2025-04-10
25091634,RFD,08:18:37,6SOL,1035 E GROVER AVE,COT,MEDICAL RESPONSE,2025-04-10
25091633,MTRO,08:24:10,4EUG,CLUB RD/CEDARWOOD RD,EUG,MEDICAL RESPONSE,2025-04-10
25091653,RFD,08:35:23,5MKF,8557 THURSTON RD,SPR,MEDICAL RESPONSE,2025-04-10
25091656,MTRO,08:35:23,5MKF,8557 THURSTON RD,SPR,MEDICAL RESPONSE,2025-04-10
25091661,RFD,08:39:02,6SOL,128 Q ST,COT,MEDICAL RESPONSE,2025-04-10
25091664,MTRO,08:40:39,5SPR,1460 G ST,SPR,INFORMATION - FIRE DEPT,2025-04-10
25091671,MTRO,08:51:58,4EUG,1948 FOUR OAKS GRANGE RD,EUG,MEDICAL RESPONSE,2025-04-10
25091677,MTRO,09:03:23,4EUG,1286 REGENCY DR,EUG,MEDICAL RESPONSE,2025-04-10
25091683,MTRO,09:10:06,4EUG,2805 HIGH ST,EUG,MEDICAL RESPONSE,2025-04-10
25091688,MTRO,09:14:38,5SPR,6085 MICA ST,SPR,MEDICAL RESPONSE,2025-04-10
25091697,MTRO,09:22:27,5SPR,1029 J ST,SPR,MEDICAL RESPONSE,2025-04-10
25091701,MTRO,09:23:44,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-04-10
25091712,MTRO,09:37:47,5SPR,3535 GAME FARM RD,SPR,MEDICAL RESPONSE,2025-04-10
25091717,MTRO,09:42:29,5SPR,1078 16TH ST,SPR,MEDICAL RESPONSE,2025-04-10
25091728,MTRO,10:00:51,4EUG,W 20TH AVE/JEFFERSON ST,EUG,ACCIDENT VEHICLE BIKE,2025-04-10
25091732,MTRO,10:05:28,4EUG,3446 KINSROW AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091734,RFD,10:07:00,8LFA,89974 FIR BUTTE RD,EUG,MEDICAL RESPONSE,2025-04-10
25091751,RFD,10:21:52,5PGP,35831 HWY 58,PLE,STRUCTURE FIRE,2025-04-10
25091752,MTRO,10:21:55,5SPR,PIONEER PARKWAY EAST/Q ST,SPR,MOTOR VEH ACC UNKNOWN INJ,2025-04-10
25091755,MTRO,10:23:49,4EUG,3797 HAWTHORNE AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091758,MTRO,10:27:03,5SPR,333 58TH ST,SPR,ASSIST POLICE,2025-04-10
25091761,MTRO,10:35:30,4EUG,300 COUNTRY CLUB RD,EUG,ASSAULT WITH INJURY,2025-04-10
25091761,MTRO,10:35:30,4EUG,300 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-04-10
25091765,RFD,10:36:59,5MVF,95122 MARCOLA RD,MAR,MEDICAL RESPONSE,2025-04-10
25091768,MTRO,10:37:00,5MVF,95122 MARCOLA RD,MAR,MEDICAL RESPONSE,2025-04-10
25091767,MTRO,10:37:51,4EUG,2835 CRESCENT AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091769,MTRO,10:40:55,4EUG,215 E 2ND AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091776,MTRO,10:49:31,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2025-04-10
25091778,MTRO,11:00:01,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2025-04-10
25091782,MTRO,11:03:06,5SPR,144 38TH ST,SPR,MEDICAL RESPONSE,2025-04-10
25091797,MTRO,11:13:09,4EUG,3659 W 18TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091798,RFD,11:15:58,5MVF,95118 HAZEL LN,MAR,MEDICAL RESPONSE,2025-04-10
25091803,MTRO,11:15:59,5MVF,95118 HAZEL LN,MAR,MEDICAL RESPONSE,2025-04-10
25091805,MTRO,11:21:00,4EUG,1680 CHAMBERS ST,EUG,MEDICAL RESPONSE,2025-04-10
25091809,MTRO,11:22:17,5SPR,1625 MOHAWK BLVD,SPR,MOTOR VEH ACC INJURY,2025-04-10
25091811,MTRO,11:27:19,4EUG,1992 LAKE ISLE DR,EUG,MEDICAL RESPONSE,2025-04-10
25091812,MTRO,11:30:08,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2025-04-10
25091827,MTRO,11:42:32,4EUG,1050 W 7TH ALY,EUG,MEDICAL RESPONSE,2025-04-10
25091830,MTRO,11:47:12,4EUG,4075 AERIAL WAY,EUG,MEDICAL RESPONSE,2025-04-10
25091834,MTRO,11:48:26,4EUG,HWY 99N/ELMIRA RD,EUG,PUBLIC ASSIST- FIRE/EMS,2025-04-10
25091852,MTRO,12:14:35,4EUG,450 HWY 99N,EUG,MEDICAL RESPONSE,2025-04-10
25091855,MTRO,12:16:04,4EUG,3255 OLIVE ST,EUG,ELECTRICAL PROBLEM,2025-04-10
25091863,MTRO,12:25:13,4EUG,555 COUNTRY CLUB RD,EUG,MEDICAL RESPONSE,2025-04-10
25091866,MTRO,12:26:48,4EUG,717 HWY 99N,EUG,MEDICAL RESPONSE,2025-04-10
25091864,MTRO,12:27:24,4EUG,357 VAN BUREN ST,EUG,MEDICAL RESPONSE,2025-04-10
25091868,MTRO,12:27:55,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091876,RFD,12:38:03,8JCF,93520 HWY 99S,JUN,MEDICAL RESPONSE,2025-04-10
25091886,MTRO,12:47:10,4EUG,500 E 43RD AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091895,MTRO,12:54:07,4LFU,557 CINDERELLA LP,EUG,MEDICAL RESPONSE,2025-04-10
25091904,MTRO,13:11:12,4EUG,218 I105 WB,EUG,VEHICLE FIRE,2025-04-10
25091903,MTRO,13:11:39,4EUG,3307 HONEYWOOD ST,EUG,MEDICAL RESPONSE,2025-04-10
25091909,MTRO,13:18:54,5SPR,6906 A ST,SPR,MEDICAL RESPONSE,2025-04-10
25091923,MTRO,13:29:48,4EUG,1735 ADKINS ST,EUG,FIRE ALARM,2025-04-10
25091925,MTRO,13:34:40,4RIR,180 MARION LN,EUG,MEDICAL RESPONSE,2025-04-10
25091929,MTRO,13:39:53,5SPR,943 MCKENZIE CREST DR,SPR,MEDICAL RESPONSE,2025-04-10
25091928,MTRO,13:40:24,5SPR,3823 E ST,SPR,MEDICAL RESPONSE,2025-04-10
25091936,MTRO,13:45:42,4EUG,4437 MARCUM LN,EUG,MEDICAL RESPONSE,2025-04-10
25091937,MTRO,13:49:46,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2025-04-10
25091966,MTRO,14:11:30,4EUG,2125 FRANKLIN BLVD,EUG,FIRE ALARM,2025-04-10
25091972,MTRO,14:24:09,4EUG,350 PEARL ST,EUG,MEDICAL RESPONSE,2025-04-10
25091976,MTRO,14:27:51,4EUG,210 E 40TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25091984,MTRO,14:37:59,4LFU,2760 ECHO LN,EUG,MEDICAL RESPONSE,2025-04-10
25091983,MTRO,14:39:32,4EUG,4664 BARGER DR,EUG,MEDICAL RESPONSE,2025-04-10
25091987,MTRO,14:45:03,5SPR,1337 WATER ST,SPR,MEDICAL RESPONSE,2025-04-10
25091991,RFD,14:46:11,5DEF,82781 BARBRE RD,DEX,MEDICAL RESPONSE,2025-04-10
25091992,MTRO,14:46:30,5DEF,82781 BARBRE RD,DEX,MEDICAL RESPONSE,2025-04-10
25091995,MTRO,14:52:51,4EUG,1553 CITY VIEW ST,EUG,MEDICAL RESPONSE,2025-04-10
25091998,MTRO,14:54:54,4EUG,2484 RIVER RD,EUG,MEDICAL RESPONSE,2025-04-10
25091999,MTRO,14:55:58,4EUG,1442 E 18TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092000,MTRO,14:58:11,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2025-04-10
25092014,MTRO,15:10:25,4EUG,201 RIVER AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092015,MTRO,15:11:19,4EUG,4400 W 11TH AVE,EUG,MOTOR VEH ACC INJURY,2025-04-10
25092021,RFD,15:11:20,4EUG,4400 W 11TH AVE,EUG,MOTOR VEH ACC INJURY,2025-04-10
25092020,MTRO,15:14:38,4EUG,738 E 16TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092024,MTRO,15:19:29,4EUG,1436 ALDER ST,EUG,MEDICAL RESPONSE,2025-04-10
25092026,RFD,15:19:30,4EUG,1436 ALDER ST,EUG,MEDICAL RESPONSE,2025-04-10
25092028,MTRO,15:21:57,5SPR,6135 E ST,SPR,FIRE ALARM,2025-04-10
25092029,RFD,15:22:27,8LFA,88150 2ND ST,VEN,MEDICAL RESPONSE,2025-04-10
25092023,MTRO,15:23:51,5SPR,1279 JANUS ST,SPR,MEDICAL RESPONSE,2025-04-10
25092038,RFD,15:35:07,6SOL,691 ST ANDREWS LP,CRE,MEDICAL RESPONSE,2025-04-10
25092039,MTRO,15:36:42,4EUG,W 18TH AVE/BAILEY HILL RD,EUG,PUBLIC ASSIST- FIRE/EMS,2025-04-10
25092051,MTRO,15:57:57,4EUG,1022 GREEN ACRES RD,EUG,MEDICAL RESPONSE,2025-04-10
25092065,MTRO,16:19:29,4EUG,1169 VALLEY RIVER DR,EUG,MEDICAL RESPONSE,2025-04-10
25092068,MTRO,16:23:31,4RIR,1511 COPPING ST,EUG,MEDICAL RESPONSE,2025-04-10
25092069,RFD,16:25:49,4LFU,97 CARTHAGE AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092072,MTRO,16:25:50,4LFU,97 CARTHAGE AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092073,RFD,16:27:54,8LFA,AIRPORT RD/GREEN HILL RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-04-10
25092077,MTRO,16:30:33,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2025-04-10
25092080,MTRO,16:33:39,4EUG,2940 CRESCENT AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092083,MTRO,16:35:25,5SPR,735 I105 EB,SPR,MOTOR VEH ACC INJURY,2025-04-10
25092103,RFD,17:07:46,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2025-04-10
25092114,RFD,17:18:35,8JCF,27884 HWY 36,JUN,MEDICAL RESPONSE,2025-04-10
25092120,MTRO,17:26:02,5SPR,MAIN ST/BOB STRAUB PKWY,SPR,MOTOR VEH ACC UNKNOWN INJ,2025-04-10
25092128,RFD,17:39:43,8LFA,25397 LAMB RD,ELM,MEDICAL RESPONSE,2025-04-10
25092129,MTRO,17:40:16,4EUG,455 ALEXANDER LP,EUG,MEDICAL RESPONSE,2025-04-10
25092138,MTRO,17:52:56,4RIR,265 OWOSSO DR,EUG,MEDICAL RESPONSE,2025-04-10
25092141,MTRO,17:55:41,4EUG,2141 LAKE ISLE CT,EUG,MEDICAL RESPONSE,2025-04-10
25092139,MTRO,17:56:13,4EUG,834 LAURELHURST DR,EUG,MEDICAL RESPONSE,2025-04-10
25092149,MTRO,17:58:41,4EUG,2792 WILLAKENZIE RD,EUG,ASSIST POLICE,2025-04-10
25092154,RFD,18:05:52,5MVF,95122 MARCOLA RD,MAR,MEDICAL RESPONSE,2025-04-10
25092155,MTRO,18:05:53,5MVF,95122 MARCOLA RD,MAR,MEDICAL RESPONSE,2025-04-10
25092163,RFD,18:15:21,8LFA,26076 CROW RD,EUG,MEDICAL RESPONSE,2025-04-10
25092165,MTRO,18:17:07,4EUG,560 OAK ST,EUG,MEDICAL RESPONSE,2025-04-10
25092166,MTRO,18:19:35,4EUG,1841 SUNSET WAY,EUG,MEDICAL RESPONSE,2025-04-10
25092167,MTRO,18:20:59,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2025-04-10
25092171,MTRO,18:24:02,4EUG,4550 W 11TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092179,MTRO,18:30:05,4EUG,2624 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-04-10
25092186,RFD,18:36:32,8LFA,87797 TERRITORIAL RD,VEN,MEDICAL RESPONSE,2025-04-10
25092194,RFD,18:49:47,6SOL,117 N I ST,COT,MEDICAL RESPONSE,2025-04-10
25092195,MTRO,18:51:07,4EUG,924 ELIZABETH ST,EUG,MEDICAL RESPONSE,2025-04-10
25092199,MTRO,18:57:46,5RAB,ANDERSON LN/COTTONWOOD AVE,SPR,ASSIST POLICE,2025-04-10
25092200,RFD,19:02:41,5CBF,91136 N HARRISON ST,COB,MEDICAL RESPONSE,2025-04-10
25092203,MTRO,19:02:42,5CBF,91136 N HARRISON ST,COB,MEDICAL RESPONSE,2025-04-10
25092204,MTRO,19:06:39,4EUG,W 11TH AVE/S BERTELSEN RD,EUG,ASSAULT WITH INJURY,2025-04-10
25092204,MTRO,19:06:39,4EUG,W 11TH AVE/S BERTELSEN RD,EUG,MEDICAL RESPONSE,2025-04-10
25092211,MTRO,19:24:45,4EUG,1960 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2025-04-10
25092218,MTRO,19:33:40,4EUG,950 BELTLINE WB,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-04-10
25092219,MTRO,19:34:09,5SPR,736 4TH ST,SPR,MEDICAL RESPONSE,2025-04-10
25092226,RFD,19:35:58,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-04-10
25092224,MTRO,19:36:37,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2025-04-10
25092229,MTRO,19:41:49,4EUG,100 E 11TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092234,MTRO,19:44:53,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-04-10
25092245,MTRO,20:01:26,4EUG,101 W 5TH AVE,EUG,ASSAULT WITH INJURY,2025-04-10
25092245,MTRO,20:01:26,4EUG,101 W 5TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092244,RFD,20:01:54,5PGG,33501 FIR COVE LN,EUG,MEDICAL RESPONSE,2025-04-10
25092247,MTRO,20:01:55,5PGG,33501 FIR COVE LN,EUG,MEDICAL RESPONSE,2025-04-10
25092255,MTRO,20:37:29,4EUG,2655 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-04-10
25092267,RFD,20:43:24,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2025-04-10
25092269,RFD,20:46:04,6SOL,1011 N 9TH ST,COT,MEDICAL RESPONSE,2025-04-10
25092271,MTRO,20:48:34,4EUG,1522 W 6TH AVE,EUG,VEHICLE/PEDESTRIAN CRASH,2025-04-10
25092280,MTRO,21:03:49,5SPR,612 CLOVERLEAF LP,SPR,MEDICAL RESPONSE,2025-04-10
25092287,MTRO,21:21:46,5SPR,2669 S CLOVERLEAF LP,SPR,MEDICAL RESPONSE,2025-04-10
25092289,MTRO,21:24:53,5SPR,2669 S CLOVERLEAF LP,SPR,MEDICAL RESPONSE,2025-04-10
25092309,MTRO,22:09:54,4EUG,1009 PATTERSON ST,EUG,FIRE ALARM,2025-04-10
25092324,MTRO,22:33:30,5SPR,751 S 69TH ST,SPR,MEDICAL RESPONSE,2025-04-10
25092339,MTRO,22:51:44,4EUG,LINCOLN ST/W 7TH ALY,EUG,MEDICAL RESPONSE,2025-04-10
25092349,RFD,23:14:28,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-04-10
25092350,RFD,23:21:05,4LFA,4015 HYACINTH ST,EUG,MEDICAL RESPONSE,2025-04-10
25092353,MTRO,23:21:06,4LFA,4015 HYACINTH ST,EUG,MEDICAL RESPONSE,2025-04-10
25092355,MTRO,23:37:12,4EUG,939 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-04-10
25092366,MTRO,23:56:27,4EUG,2615 LONE OAK WAY,EUG,MEDICAL RESPONSE,2025-04-10
25092376,MTRO,00:18:11,4EUG,1542 W 1ST AVE,EUG,MEDICAL RESPONSE,2025-04-11
25092378,RFD,00:23:51,5LWF,301 N DAMON ST,LOW,MEDICAL RESPONSE,2025-04-11
25092379,MTRO,00:23:52,5LWF,301 N DAMON ST,LOW,MEDICAL RESPONSE,2025-04-11
25092399,MTRO,01:17:59,4EUG,1451 AGATE ST,EUG,MEDICAL RESPONSE,2025-04-11
25092401,RFD,01:21:35,5DEF,82858 RATTLESNAKE RD,DEX,MEDICAL RESPONSE,2025-04-11
25092402,MTRO,01:21:35,5DEF,82858 RATTLESNAKE RD,DEX,MEDICAL RESPONSE,2025-04-11
25092403,RFD,01:28:31,8LFA,24770 FIR GROVE LN,ELM,MEDICAL RESPONSE,2025-04-11
25092406,RFD,01:35:54,5DEF,82781 BARBRE RD,DEX,MEDICAL RESPONSE,2025-04-11
25092408,MTRO,01:35:54,5DEF,82781 BARBRE RD,DEX,MEDICAL RESPONSE,2025-04-11
25092423,MTRO,02:28:34,4EUG,50 RUBY AVE,EUG,MEDICAL RESPONSE,2025-04-11
25092424,MTRO,02:29:24,4EUG,2095 PRIMROSE ST,EUG,MEDICAL RESPONSE,2025-04-11
25092425,MTRO,02:39:12,5SPR,1139 34TH ST,SPR,MEDICAL RESPONSE,2025-04-11
25092426,MTRO,02:42:42,4EUG,959 W 4TH ALY,EUG,MEDICAL RESPONSE,2025-04-11
25092427,MTRO,02:47:53,4EUG,1442 E 18TH AVE,EUG,MEDICAL RESPONSE,2025-04-11
25092429,MTRO,02:58:49,4EUG,2246 SILHOUETTE ST,EUG,MEDICAL RESPONSE,2025-04-11
25092431,MTRO,03:03:14,4EUG,5320 FOX HOLLOW RD,EUG,MEDICAL RESPONSE,2025-04-11
25092435,MTRO,03:21:36,4EUG,4800 BARGER DR,EUG,MEDICAL RESPONSE,2025-04-11
25092438,MTRO,03:39:17,4EUG,605 W 4TH AVE,EUG,MEDICAL RESPONSE,2025-04-11
25092449,RFD,05:15:29,4LFU,2295 RIVER LOOP 1,EUG,MEDICAL RESPONSE,2025-04-11
25092450,MTRO,05:15:30,4LFU,2295 RIVER LOOP 1,EUG,MEDICAL RESPONSE,2025-04-11
25092451,MTRO,05:18:33,4EUG,W BROADWAY/JACKSON ST,EUG,MEDICAL RESPONSE,2025-04-11
25092453,RFD,05:20:57,4EUG,W BROADWAY/JACKSON ST,EUG,MEDICAL RESPONSE,2025-04-11
25092459,MTRO,05:38:08,4EUG,2855 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2025-04-11
25092464,RFD,05:41:49,4PGG,32656 SKYHAWK WAY,EUG,MEDICAL RESPONSE,2025-04-11
25092465,MTRO,05:41:49,4PGG,32656 SKYHAWK WAY,EUG,MEDICAL RESPONSE,2025-04-11
25092467,MTRO,06:03:49,4EUG,114 IOWA ST,EUG,MEDICAL RESPONSE,2025-04-11
25092471,RFD,06:14:21,5MKF,7925 THURSTON RD,SPR,MEDICAL RESPONSE,2025-04-11
25092472,MTRO,06:14:21,5MKF,7925 THURSTON RD,SPR,MEDICAL RESPONSE,2025-04-11
25092476,MTRO,06:22:43,5SPR,1124 6TH ST,SPR,MEDICAL RESPONSE,2025-04-11
25092480,MTRO,06:35:53,4EUG,BARGER DR/E IRWIN WAY,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-04-11
25092485,RFD,06:45:36,8HAF,823 SMITH ST,HAR,MEDICAL RESPONSE,2025-04-11
25092489,RFD,06:49:17,6SOL,323 N 9TH ST,COT,MEDICAL RESPONSE,2025-04-11
25092492,MTRO,06:57:03,4EUG,560 OAK ST,EUG,MEDICAL RESPONSE,2025-04-11
25092494,MTRO,07:00:36,5SPR,W Q ST/PIONEER PARKWAY WEST,SPR,MOTOR VEH ACC UNKNOWN INJ,2025-04-11
25092499,MTRO,07:02:23,4EUG,2811 BAILEY LN,EUG,MEDICAL RESPONSE,2025-04-11
25092500,MTRO,07:04:14,4EUG,1462 W 8TH AVE,EUG,MEDICAL RESPONSE,2025-04-11
25092501,RFD,07:05:12,6SOL,1355 DAUGHERTY AVE,COT,MEDICAL RESPONSE,2025-04-11
25092506,MTRO,07:12:34,4EUG,2504 OAKMONT WAY,EUG,FIRE ALARM,2025-04-11
25092510,MTRO,07:21:19,4EUG,5320 FOX HOLLOW RD,EUG,MEDICAL RESPONSE,2025-04-11
25092516,MTRO,07:36:14,4EUG,HWY 99N/FAIRFIELD AVE,EUG,MOTOR VEH ACC UNKNOWN INJ,2025-04-11
25092533,RFD,07:59:45,4LFU,285 BEACON DR,EUG,MEDICAL RESPONSE,2025-04-11
25092536,MTRO,07:59:45,4LFU,285 BEACON DR,EUG,MEDICAL RESPONSE,2025-04-11
25092534,MTRO,08:00:38,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,MEDICAL RESPONSE,2025-04-11
25092543,RFD,08:14:05,8JCF,93700 RIVER RD,JUN,MEDICAL RESPONSE,2025-04-11
25092547,MTRO,08:21:44,4WLE,3900 COBURG RD,EUG,MEDICAL RESPONSE,2025-04-11
25092562,RFD,08:32:00,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2025-04-11
25092565,MTRO,08:40:34,4EUG,641 KENMORE ST,EUG,MEDICAL RESPONSE,2025-04-11
25092576,MTRO,08:58:10,5SPR,6746 SIMEON DR,SPR,MEDICAL RESPONSE,2025-04-11
25092577,MTRO,08:58:45,4EUG,100 W 10TH AVE,EUG,FIRE ALARM,2025-04-11
25092583,MTRO,09:07:05,4EUG,3395 W 7TH AVE,EUG,MEDICAL RESPONSE,2025-04-11
25092588,RFD,09:13:25,6SOL,82240 BUTTE RD,CRE,MEDICAL RESPONSE,2025-04-11
25092593,MTRO,09:17:52,4EUG,1426 OAK ST,EUG,MEDICAL RESPONSE,2025-04-11
25092604,MTRO,09:26:19,5SPR,3105 GATEWAY ST,SPR,MEDICAL RESPONSE,2025-04-11
25092605,RFD,09:27:20,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2025-04-11
25092615,MTRO,09:47:50,4EUG,2699 ROOSEVELT BLVD,EUG,ASSIST POLICE,2025-04-11
25092620,RFD,09:55:00,6SOL,935 ARTHUR AVE,COT,MEDICAL RESPONSE,2025-04-11
25092622,MTRO,09:57:02,4EUG,375 E 7TH AVE,EUG,MEDICAL RESPONSE,2025-04-11
25092623,RFD,09:57:16,6SOL,1041 S 10TH ST,COT,MEDICAL RESPONSE,2025-04-11
25092628,MTRO,10:06:05,4EUG,4818 AVALON ST,EUG,MEDICAL RESPONSE,2025-04-11
25092641,RFD,10:21:28,6SOL,437 TAYLOR AVE,COT,MEDICAL RESPONSE,2025-04-11
25092645,MTRO,10:25:56,4EUG,W 3RD AVE/WASHINGTON ST,EUG,MEDICAL RESPONSE,2025-04-11
25092649,MTRO,10:30:43,4EUG,2994 ELYSIUM AVE,EUG,MEDICAL RESPONSE,2025-04-11
