Event Number,Agency,Dispatch Time,Area,Location,City,Description,Date
24091115,MTRO,00:33:01,5SPR,1032 S 54TH ST,SPR,MEDICAL RESPONSE,2024-04-09
24091118,MTRO,00:38:55,4EUG,1740 S BERTELSEN RD,EUG,MEDICAL RESPONSE,2024-04-09
24091125,RFD,00:42:04,6X,72515 LONDON RD,COT,MEDICAL RESPONSE,2024-04-09
24091122,RFD,00:45:22,6SOL,S 16TH ST/GATEWAY BLVD,COT,ASSIST POLICE,2024-04-09
24091139,MTRO,01:12:05,4EUG,3800 BARGER DR,EUG,MEDICAL RESPONSE,2024-04-09
24091143,MTRO,01:20:15,5SPR,727 52ND ST,SPR,ASSIST POLICE,2024-04-09
24091151,MTRO,02:12:06,4EUG,978 ASCOT DR,EUG,MEDICAL RESPONSE,2024-04-09
24091152,MTRO,02:18:37,4EUG,4982 MORELY LP,EUG,MEDICAL RESPONSE,2024-04-09
24091154,MTRO,02:25:12,4EUG,1557 N DANEBO AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091157,MTRO,02:35:40,5SPR,2211 LAURA ST,SPR,MEDICAL RESPONSE,2024-04-09
24091158,RFD,02:38:46,6SOL,839 S 14TH ST,COT,MEDICAL RESPONSE,2024-04-09
24091160,MTRO,02:45:05,5SPR,3315 GATEWAY ST,SPR,MEDICAL RESPONSE,2024-04-09
24091162,MTRO,02:49:33,4EUG,2440 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2024-04-09
24091163,MTRO,02:57:41,5SPR,566 20TH ST,SPR,MEDICAL RESPONSE,2024-04-09
24091174,MTRO,03:53:14,8AIR,28801 DOUGLAS DR,EUG,MEDICAL RESPONSE,2024-04-09
24091176,RFD,03:53:15,8AIR,28801 DOUGLAS DR,EUG,MEDICAL RESPONSE,2024-04-09
24091180,MTRO,04:02:42,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-04-09
24091181,RFD,04:06:16,8LFA,2340 IRVING RD,EUG,ASSIST POLICE,2024-04-09
24091182,MTRO,04:06:17,8LFA,2340 IRVING RD,EUG,ASSIST POLICE,2024-04-09
24091184,MTRO,04:17:00,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-04-09
24091200,MTRO,05:04:53,4EUG,66 E 6TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091202,RFD,05:07:38,8LFA,25128 STRAWBERRY LN,VEN,MEDICAL RESPONSE,2024-04-09
24091204,MTRO,05:23:59,4EUG,371 MIRA CT,EUG,MEDICAL RESPONSE,2024-04-09
24091211,MTRO,05:47:38,4EUG,501 DIVISION AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091215,MTRO,06:10:41,4EUG,222 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091218,RFD,06:30:54,8JCF,94026 LOVE LAKE RD,JUN,MEDICAL RESPONSE,2024-04-09
24091223,MTRO,06:56:10,5SPR,1377 R ST,SPR,MEDICAL RESPONSE,2024-04-09
24091226,MTRO,07:06:53,4EUG,3784 EVEREST LP,EUG,MEDICAL RESPONSE,2024-04-09
24091227,RFD,07:09:23,8LFA,25078 COTTAGE CT,VEN,MEDICAL RESPONSE,2024-04-09
24091228,MTRO,07:12:56,5SPR,1651 S F ST,SPR,MEDICAL RESPONSE,2024-04-09
24091232,RFD,07:20:45,5PGP,CLOVERDALE RD/HWY 58,CRE,MOTOR VEH ACC UNKNOWN INJ,2024-04-09
24091234,MTRO,07:20:46,5PGP,CLOVERDALE RD/HWY 58,CRE,MOTOR VEH ACC UNKNOWN INJ,2024-04-09
24091235,MTRO,07:24:09,4RIR,293 N PIERCE ST,EUG,MEDICAL RESPONSE,2024-04-09
24091241,MTRO,07:29:53,5SPR,770 HARLOW RD,SPR,MEDICAL RESPONSE,2024-04-09
24091245,RFD,07:32:23,6SOL,420 S 2ND ST,CRE,MEDICAL RESPONSE,2024-04-09
24091246,RFD,07:33:56,8LFA,88059 5TH ST,VEN,MEDICAL RESPONSE,2024-04-09
24091250,MTRO,07:33:56,8LFA,88059 5TH ST,VEN,MEDICAL RESPONSE,2024-04-09
24091248,MTRO,07:35:11,4BAS,86686 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2024-04-09
24091253,MTRO,07:37:09,8LFA,88059 5TH ST,VEN,MEDICAL RESPONSE,2024-04-09
24091249,MTRO,07:39:26,4EUG,969 HWY 99N,EUG,MEDICAL RESPONSE,2024-04-09
24091254,MTRO,07:41:44,4EUG,2171 W 17TH CT,EUG,MEDICAL RESPONSE,2024-04-09
24091259,MTRO,07:49:36,8JCF,530 BIRCH ST,JUN,MEDICAL RESPONSE,2024-04-09
24091267,RFD,08:08:00,5MVF,91190 HILL RD,SPR,PUBLIC ASSIST- FIRE/EMS,2024-04-09
24091273,MTRO,08:22:24,5SPR,2300 HENDERSON AVE,EUG,MINOR STRUCTURE FIRE,2024-04-09
24091275,MTRO,08:23:25,4EUG,1133 OLIVE ST,EUG,MEDICAL RESPONSE,2024-04-09
24091276,RFD,08:26:05,5LWF,25 WETLEAU DR,LOW,MEDICAL RESPONSE,2024-04-09
24091277,MTRO,08:26:06,5LWF,25 WETLEAU DR,LOW,MEDICAL RESPONSE,2024-04-09
24091279,MTRO,08:31:50,4EUG,3760 N CLAREY ST,EUG,MEDICAL RESPONSE,2024-04-09
24091283,MTRO,08:36:13,4EUG,2505 RANDY LN,EUG,MEDICAL RESPONSE,2024-04-09
24091285,MTRO,08:37:21,4EUG,517 TANEY ST,EUG,MEDICAL RESPONSE,2024-04-09
24091286,RFD,08:37:22,4EUG,517 TANEY ST,EUG,MEDICAL RESPONSE,2024-04-09
24091287,MTRO,08:40:01,5SPR,541 6TH ST,SPR,MEDICAL RESPONSE,2024-04-09
24091291,MTRO,08:42:26,5SPR,3005 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-04-09
24091304,MTRO,09:07:13,4EUG,590 THRONE DR,EUG,MEDICAL RESPONSE,2024-04-09
24091317,MTRO,09:20:15,5SPR,3491 GAME FARM RD,SPR,MEDICAL RESPONSE,2024-04-09
24091319,RFD,09:20:53,8LFA,24703 W DEMMING RD,ELM,MEDICAL RESPONSE,2024-04-09
24091314,MTRO,09:21:19,4EUG,969 HWY 99N,EUG,MEDICAL RESPONSE,2024-04-09
24091320,RFD,09:22:42,8LFA,2076 IRVING RD,EUG,MEDICAL RESPONSE,2024-04-09
24091334,RFD,09:33:19,6SOL,1500 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-09
24091335,RFD,09:34:02,6SOL,685 JOHNSON AVE,COT,PUBLIC ASSIST- FIRE/EMS,2024-04-09
24091350,MTRO,09:56:13,5SPR,101 30TH ST,SPR,MEDICAL RESPONSE,2024-04-09
24091356,MTRO,09:57:22,5SPR,MARCOLA RD/Q ST,SPR,ASSIST POLICE,2024-04-09
24091352,MTRO,09:59:23,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,RECKLESS BURNING,2024-04-09
24091359,MTRO,10:03:44,4EUG,3169 KINSROW AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091377,MTRO,10:25:26,4EUG,499 VALLEY RIVER CENTER,EUG,MEDICAL RESPONSE,2024-04-09
24091380,MTRO,10:33:36,5SPR,PIONEER PARKWAY WEST/E ST,SPR,TRASH BIN FIRE,2024-04-09
24091382,RFD,10:35:34,5UMF,51742 DEXTER ST,BLU,FIRE ALARM,2024-04-09
24091400,MTRO,10:52:50,4EUG,330 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-04-09
24091402,RFD,10:53:10,6SOL,911 E MAIN ST,COT,GAS LEAK,2024-04-09
24091407,MTRO,10:58:36,4EUG,875 E 12TH AVE,EUG,FIRE ALARM,2024-04-09
24091415,RFD,11:08:52,8JCF,435 E 9TH AVE,JUN,MEDICAL RESPONSE,2024-04-09
24091423,MTRO,11:19:04,4EUG,555 COUNTRY CLUB RD,EUG,VEHICLE FIRE,2024-04-09
24091426,MTRO,11:22:27,5SPR,465 S 71ST ST,SPR,MEDICAL RESPONSE,2024-04-09
24091432,MTRO,11:26:28,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-04-09
24091441,MTRO,11:35:06,4EUG,100 W 13TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091442,MTRO,11:35:35,4EUG,2105 W BROADWAY,EUG,MEDICAL RESPONSE,2024-04-09
24091446,MTRO,11:38:30,4EUG,57 W 29TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091448,MTRO,11:39:21,4EUG,2329 DEVON AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091449,MTRO,11:42:02,4EUG,655 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-04-09
24091458,MTRO,11:46:29,4LFU,4244-BLK SCOTTDALE ST,EUG,LEAKING HYDRANT (PROBLEM),2024-04-09
24091465,MTRO,11:54:09,4EUG,1690 TAYLOR ST,EUG,MEDICAL RESPONSE,2024-04-09
24091463,MTRO,11:54:43,4EUG,1202 JACOBS DR,EUG,MEDICAL RESPONSE,2024-04-09
24091466,RFD,11:55:32,8LFA,87860 TERRITORIAL RD,VEN,MEDICAL RESPONSE,2024-04-09
24091467,MTRO,11:56:31,4EUG,1919 BAILEY HILL RD,EUG,MEDICAL RESPONSE,2024-04-09
24091471,RFD,11:57:46,4LFU,4244-BLK SCOTTDALE ST,EUG,LEAKING HYDRANT (PROBLEM),2024-04-09
24091472,RFD,11:58:00,4LFU,4244-BLK SCOTTDALE ST,EUG,LEAKING HYDRANT (PROBLEM),2024-04-09
24091468,MTRO,11:59:27,4EUG,2750 ROOSEVELT BLVD,EUG,MEDICAL RESPONSE,2024-04-09
24091489,MTRO,12:23:22,5SPR,1891 PIONEER PARKWAY EAST,SPR,MEDICAL RESPONSE,2024-04-09
24091490,MTRO,12:25:05,4EUG,3060 RIVER RD,EUG,MEDICAL RESPONSE,2024-04-09
24091494,RFD,12:29:49,5CBF,1 SERENITY LN,COB,MEDICAL RESPONSE,2024-04-09
24091496,RFD,12:29:49,5CBF,1 SERENITY LN,COB,MEDICAL RESPONSE,2024-04-09
24091493,MTRO,12:30:33,5SPR,713 OAKDALE AVE,SPR,MEDICAL RESPONSE,2024-04-09
24091501,MTRO,12:34:17,4EUG,4730 VILLAGE PLAZA LP,EUG,SMOKE FROM A STRUCTURE,2024-04-09
24091502,MTRO,12:36:00,4EUG,2222 COBURG RD,EUG,FIRE ALARM,2024-04-09
24091505,MTRO,12:39:06,5SPR,624 ETHAN CT,SPR,MEDICAL RESPONSE,2024-04-09
24091506,MTRO,12:39:33,4EUG,1950 ECHO HOLLOW RD,EUG,MEDICAL RESPONSE,2024-04-09
24091511,MTRO,12:40:21,4EUG,2432 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2024-04-09
24091504,MTRO,12:42:40,4EUG,E 19TH AVE/HIGH ST,EUG,MEDICAL RESPONSE,2024-04-09
24091517,MTRO,12:47:07,4EUG,855 SENECA RD,EUG,TRASH BIN FIRE,2024-04-09
24091533,MTRO,13:02:20,5GLW,1545 S BROOKLYN ST,EUG,MEDICAL RESPONSE,2024-04-09
24091534,MTRO,13:03:40,4EUG,3333 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091535,MTRO,13:04:29,4EUG,1470 W 1ST AVE,EUG,FIRE ALARM,2024-04-09
24091537,MTRO,13:05:59,8AIR,28801 DOUGLAS DR,EUG,MEDICAL RESPONSE,2024-04-09
24091541,RFD,13:06:00,8AIR,28801 DOUGLAS DR,EUG,MEDICAL RESPONSE,2024-04-09
24091538,MTRO,13:06:37,4EUG,2504 OAKMONT WAY,EUG,MEDICAL RESPONSE,2024-04-09
24091543,RFD,13:11:52,6SOL,133 HAGENS CT,CRE,MEDICAL RESPONSE,2024-04-09
24091550,MTRO,13:26:27,4EUG,W 11TH AVE/SENECA RD,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-09
24091557,RFD,13:27:53,1LFA,HWY 126/MP28,WAN,MOTOR VEH ACC UNKNOWN INJ,2024-04-09
24091561,MTRO,13:31:16,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-09
24091565,MTRO,13:38:50,4EUG,1697 W 5TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091575,MTRO,13:44:53,4LFU,410 DELAY DR,EUG,MEDICAL RESPONSE,2024-04-09
24091573,MTRO,13:45:55,4EUG,360 W 28TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091578,MTRO,13:50:20,4EUG,2900-BLK COBURG RD,EUG,MEDICAL RESPONSE,2024-04-09
24091587,MTRO,14:01:56,5SPR,185 WOODLANE DR,SPR,MEDICAL RESPONSE,2024-04-09
24091590,RFD,14:03:18,6SOL,133 S GATEWAY BLVD,COT,MEDICAL RESPONSE,2024-04-09
24091594,MTRO,14:06:22,4EUG,2200 BAILEY HILL RD,EUG,FIRE ALARM,2024-04-09
24091607,MTRO,14:26:22,4EUG,1400 MILL ST,EUG,MEDICAL RESPONSE,2024-04-09
24091618,MTRO,14:41:09,4EUG,160-1/2 S DANEBO AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091632,MTRO,15:02:51,4EUG,615 HAROLD ST,EUG,MEDICAL RESPONSE,2024-04-09
24091643,MTRO,15:13:23,4EUG,2125 ARTHUR ST,EUG,MEDICAL RESPONSE,2024-04-09
24091649,MTRO,15:24:12,4EUG,494 W 10TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091661,RFD,15:44:29,8LFA,HWY 99N/AWBREY LN,EUG,MOTOR VEH ACC UNKNOWN INJ,2024-04-09
24091673,RFD,16:00:10,4CBF,COBURG RD/MP09,EUG,MOTOR VEH ACC INJURY,2024-04-09
24091678,MTRO,16:00:11,4CBF,COBURG RD/MP09,EUG,MOTOR VEH ACC INJURY,2024-04-09
24091679,MTRO,16:02:23,5SPR,2211 LAURA ST,SPR,MEDICAL RESPONSE,2024-04-09
24091685,MTRO,16:09:34,5SPR,4865 MAIN ST,SPR,LIFT ASSIST,2024-04-09
24091686,RFD,16:11:35,6SOL,18196 I5 NB,CRE,VEHICLE FIRE,2024-04-09
24091689,MTRO,16:13:29,4EUG,LAWRENCE ST/W 7TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091698,MTRO,16:22:14,5SPR,2293 MAIA LP,SPR,MEDICAL RESPONSE,2024-04-09
24091701,RFD,16:26:11,6SOL,1041 HWY 99,COT,MEDICAL RESPONSE,2024-04-09
24091712,MTRO,16:37:56,4EUG,2653 SHARON WAY,EUG,MEDICAL RESPONSE,2024-04-09
24091717,RFD,16:42:21,5HAF,N COBURG RD/COTTONTAIL RD,HAR,MEDICAL RESPONSE,2024-04-09
24091718,MTRO,16:42:21,5HAF,N COBURG RD/COTTONTAIL RD,HAR,MEDICAL RESPONSE,2024-04-09
24091720,MTRO,16:48:04,4EUG,1282 GOODPASTURE ISLAND RD,EUG,MEDICAL RESPONSE,2024-04-09
24091722,MTRO,16:50:59,4EUG,3715 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091727,RFD,16:59:52,8LFA,87986 SHERWOOD ST,VEN,FIRE ALARM,2024-04-09
24091726,RFD,17:00:47,6SOL,1445 GATEWAY BLVD,COT,MEDICAL RESPONSE,2024-04-09
24091739,MTRO,17:14:22,4EUG,1359 PEARL ST,EUG,MEDICAL RESPONSE,2024-04-09
24091738,RFD,17:14:54,8LFA,23875 SUTTLE RD,VEN,MEDICAL RESPONSE,2024-04-09
24091752,MTRO,17:31:13,4EUG,335 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091750,MTRO,17:31:49,4RIR,1579 BEEBE LN,EUG,MEDICAL RESPONSE,2024-04-09
24091753,MTRO,17:32:24,4LFU,2454 DONEGAL ST,EUG,MEDICAL RESPONSE,2024-04-09
24091755,RFD,17:35:47,6SOL,1425 DAUGHERTY AVE,COT,MEDICAL RESPONSE,2024-04-09
24091760,MTRO,17:42:53,4EUG,3744 W 11TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091768,MTRO,17:46:30,4EUG,1012 W 4TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091776,MTRO,17:54:18,4EUG,1661 PEARL ST,EUG,MEDICAL RESPONSE,2024-04-09
24091778,MTRO,17:57:59,4EUG,2756 RIVER RD,EUG,MEDICAL RESPONSE,2024-04-09
24091780,MTRO,17:59:56,4EUG,455 ALEXANDER LP,EUG,MEDICAL RESPONSE,2024-04-09
24091784,MTRO,18:01:33,4EUG,BELTLINE/W 11TH AVE,EUG,BRUSH FIRE,2024-04-09
24091799,MTRO,18:26:10,4EUG,5416 OLYMPIC CIR,EUG,MEDICAL RESPONSE,2024-04-09
24091772,RFD,18:31:53,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-09
24091807,MTRO,18:33:12,4EUG,2527 WILLAKENZIE RD,EUG,MEDICAL RESPONSE,2024-04-09
24091819,MTRO,18:49:28,4EUG,360 W 28TH AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091824,MTRO,18:57:34,4EUG,910 JEFFERSON ST,EUG,MEDICAL RESPONSE,2024-04-09
24091831,MTRO,19:00:53,5SPR,2015 S A ST,SPR,VEHICLE FIRE,2024-04-09
24091834,MTRO,19:04:07,4EUG,1410 AGATE ST,EUG,FIRE ALARM,2024-04-09
24091840,MTRO,19:15:41,4EUG,11 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-09
24091841,RFD,19:15:58,8LFA,91812 ALVADORE RD,JUN,MEDICAL RESPONSE,2024-04-09
24091847,MTRO,19:19:09,5DEF,39140 DEXTER RD,DEX,MEDICAL RESPONSE,2024-04-09
24091845,RFD,19:19:57,5DEF,39140 DEXTER RD,DEX,MEDICAL RESPONSE,2024-04-09
24091849,MTRO,19:25:50,4EUG,1060 VALLEY RIVER WAY,EUG,MEDICAL RESPONSE,2024-04-09
24091850,MTRO,19:26:52,5SPR,385 51ST ST,SPR,MEDICAL RESPONSE,2024-04-09
24091853,RFD,19:32:29,6SOL,1108 CEDAR PL,CRE,MEDICAL RESPONSE,2024-04-09
24091867,MTRO,19:57:17,4EUG,3422 JACOBS LN,EUG,MEDICAL RESPONSE,2024-04-09
24091872,MTRO,20:09:33,5SPR,971 KRUSE WAY,SPR,MEDICAL RESPONSE,2024-04-09
24091876,MTRO,20:10:11,4EUG,1500 NORKENZIE RD,EUG,MEDICAL RESPONSE,2024-04-09
24091881,MTRO,20:13:41,4EUG,1025 W 6TH ALY,EUG,TRASH BIN FIRE,2024-04-09
24091885,MTRO,20:14:50,5SPR,1562 D ST,SPR,ASSIST POLICE,2024-04-09
24091888,MTRO,20:19:29,4EUG,1080 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2024-04-09
24091901,RFD,20:28:20,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-09
24091890,RFD,20:37:20,8HAF,23650 PEORIA RD,HAR,MEDICAL RESPONSE,2024-04-09
24091914,MTRO,20:56:48,4EUG,2525 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-04-09
24091922,MTRO,21:11:36,7OAK,76251 RAINBOW ST,OAK,MUTUAL AID,2024-04-09
24091923,MTRO,21:13:39,4EUG,730 W 7TH AVE,EUG,ASSIST POLICE,2024-04-09
24091931,MTRO,21:47:15,5SPR,658 S 57TH ST,SPR,MEDICAL RESPONSE,2024-04-09
24091938,MTRO,22:05:47,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-04-09
24091939,MTRO,22:06:59,4EUG,2099-BLK EMPIRE PARK DR,EUG,ACCIDENT VEHICLE BIKE,2024-04-09
24091940,MTRO,22:08:45,5SPR,2243 15TH ST,SPR,MEDICAL RESPONSE,2024-04-09
24091951,MTRO,22:21:59,5SPR,1333 1ST ST,SPR,MEDICAL RESPONSE,2024-04-09
24091956,MTRO,22:26:15,4EUG,1780 S BERTELSEN RD,EUG,MEDICAL RESPONSE,2024-04-09
24091964,MTRO,22:45:15,4EUG,3169 KINSROW AVE,EUG,MEDICAL RESPONSE,2024-04-09
24091973,MTRO,22:57:46,4EUG,1200 HILYARD ST,EUG,MEDICAL RESPONSE,2024-04-09
24091976,MTRO,23:11:02,4RIR,1766 BERWIN LN,EUG,MEDICAL RESPONSE,2024-04-09
24091988,MTRO,23:39:47,4EUG,910 JEFFERSON ST,EUG,FIRE ALARM,2024-04-09
24091990,RFD,23:45:47,6X,72515 LONDON RD,COT,MEDICAL RESPONSE,2024-04-09
24091993,MTRO,23:54:08,4EUG,345 W 6TH AVE,EUG,FIRE ALARM,2024-04-09
24091998,MTRO,00:19:23,4EUG,100 RIVER AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092011,MTRO,01:01:56,4EUG,4131 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092016,MTRO,01:09:35,4EUG,2811 BAILEY LN,EUG,MEDICAL RESPONSE,2024-04-10
24092018,MTRO,01:14:29,4EUG,2329 DEVON AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092019,MTRO,01:19:22,5SPR,1305 32ND ST,SPR,LIFT ASSIST,2024-04-10
24092025,RFD,01:33:48,6SOL,1515 VILLAGE DR,COT,MEDICAL RESPONSE,2024-04-10
24092026,MTRO,01:39:11,4EUG,255 HIGH ST,EUG,MEDICAL RESPONSE,2024-04-10
24092022,MTRO,01:47:22,5SPR,3480 HUTTON ST,SPR,ASSIST POLICE,2024-04-10
24092028,RFD,01:52:12,5CBF,20326 I5 NB,EUG,STRUCTURE FIRE,2024-04-10
24092029,MTRO,01:53:26,4EUG,100 RIVER AVE,EUG,FIRE ALARM,2024-04-10
24092030,MTRO,02:05:37,4EUG,2315 MARTIN LUTHER KING JR BLVD,EUG,SMOKE FROM A STRUCTURE,2024-04-10
24092035,MTRO,02:12:02,4EUG,1805 GARDEN AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092037,MTRO,02:16:13,4EUG,494 W 10TH AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092041,MTRO,02:33:24,4EUG,1699 N TERRY ST,EUG,MEDICAL RESPONSE,2024-04-10
24092051,RFD,03:10:54,8JCF,1225 W 10TH AVE,JUN,MEDICAL RESPONSE,2024-04-10
24092054,MTRO,03:26:39,4EUG,1180 WILLAMETTE ST,EUG,MEDICAL RESPONSE,2024-04-10
24092065,RFD,03:48:47,8AIR,90454 BOEING DR,EUG,MEDICAL RESPONSE,2024-04-10
24092067,MTRO,03:51:12,4EUG,OAK ALY/E 13TH AVE,EUG,TRASH BIN FIRE,2024-04-10
24092063,RFD,03:51:20,8JCF,395 E 1ST AVE,JUN,MEDICAL RESPONSE,2024-04-10
24092070,RFD,03:55:17,5PGP,83421 GREEN BLUFF DR,CRE,MEDICAL RESPONSE,2024-04-10
24092071,MTRO,03:55:18,5PGP,83421 GREEN BLUFF DR,CRE,MEDICAL RESPONSE,2024-04-10
24092072,MTRO,04:07:05,5RAB,1716 COTTONWOOD AVE,SPR,MEDICAL RESPONSE,2024-04-10
24092073,MTRO,04:26:40,5SPR,6989 C ST,SPR,MEDICAL RESPONSE,2024-04-10
24092078,MTRO,04:49:26,4RIR,750 CHERRY AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092086,MTRO,05:20:52,4EUG,SENECA RD/W 7TH AVE,EUG,ASSIST POLICE,2024-04-10
24092087,MTRO,05:23:45,4EUG,1236 CHARNELTON ALY,EUG,MEDICAL RESPONSE,2024-04-10
24092092,MTRO,05:35:54,4EUG,1190 W 6TH AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092093,MTRO,05:38:10,5SPR,235 S 50TH PL,SPR,MEDICAL RESPONSE,2024-04-10
24092095,MTRO,05:50:16,4EUG,910 JEFFERSON ST,EUG,FIRE ALARM,2024-04-10
24092102,MTRO,06:17:11,4EUG,3066 MATT DR,EUG,MEDICAL RESPONSE,2024-04-10
24092105,MTRO,06:44:38,4EUG,1199 N TERRY ST,EUG,MEDICAL RESPONSE,2024-04-10
24092108,RFD,06:59:08,8JCF,1070 KAYLEE AVE,JUN,MEDICAL RESPONSE,2024-04-10
24092109,MTRO,06:59:57,5GLW,4750 FRANKLIN BLVD,EUG,MEDICAL RESPONSE,2024-04-10
24092113,MTRO,07:19:46,5SPR,520 HARLOW RD,SPR,MEDICAL RESPONSE,2024-04-10
24092114,MTRO,07:25:17,4EUG,2835 TIMBERLINE DR,EUG,MEDICAL RESPONSE,2024-04-10
24092123,MTRO,07:42:50,5SPR,5495 A ST,SPR,MEDICAL RESPONSE,2024-04-10
24092125,MTRO,07:45:42,4EUG,2555 ROOSEVELT BLVD,EUG,MEDICAL RESPONSE,2024-04-10
24092127,MTRO,07:46:40,4RIR,110 OAKLEIGH LN,EUG,MEDICAL RESPONSE,2024-04-10
24092132,MTRO,08:05:10,5SPR,1625 HENDERSON AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092133,RFD,08:06:55,4LFU,2060 RIVER LOOP 1,EUG,MEDICAL RESPONSE,2024-04-10
24092134,MTRO,08:06:55,4LFU,2060 RIVER LOOP 1,EUG,MEDICAL RESPONSE,2024-04-10
24092159,MTRO,08:53:18,5SPR,1890 M ST,SPR,MEDICAL RESPONSE,2024-04-10
24092168,MTRO,08:58:02,4EUG,1735 ADKINS ST,EUG,MEDICAL RESPONSE,2024-04-10
24092169,MTRO,08:58:46,4EUG,2477 CAL YOUNG RD,EUG,MEDICAL RESPONSE,2024-04-10
24092184,RFD,09:12:07,8LFA,24634 SUTTLE RD,VEN,MEDICAL RESPONSE,2024-04-10
24092185,MTRO,09:12:19,4EUG,1200 N TERRY ST,EUG,MEDICAL RESPONSE,2024-04-10
24092204,MTRO,09:31:01,5SPR,3491 GAME FARM RD,SPR,MEDICAL RESPONSE,2024-04-10
24092222,RFD,09:41:08,8HAF,561 SMITH ST,HAR,MEDICAL RESPONSE,2024-04-10
24092208,MTRO,09:46:07,8AIR,28801 DOUGLAS DR,EUG,MEDICAL RESPONSE,2024-04-10
24092245,RFD,10:00:02,8AIR,28801 DOUGLAS DR,EUG,MEDICAL RESPONSE,2024-04-10
24092244,MTRO,10:00:56,4EUG,175 S GARDEN WAY,EUG,MEDICAL RESPONSE,2024-04-10
24092250,MTRO,10:05:52,4EUG,1800 COBURG RD,EUG,MEDICAL RESPONSE,2024-04-10
24092248,MTRO,10:07:16,5SPR,3264 GATEWAY ST,SPR,MOTOR VEH ACC UNKNOWN INJ,2024-04-10
24092256,MTRO,10:15:51,5SPR,485 W CENTENNIAL BLVD,SPR,MEDICAL RESPONSE,2024-04-10
24092260,RFD,10:18:12,6SOL,82855 FLORENCE AVE,CRE,MEDICAL RESPONSE,2024-04-10
24092269,RFD,10:23:10,5MVF,91111 SUNDERMAN RD,SPR,MEDICAL RESPONSE,2024-04-10
24092273,MTRO,10:23:10,5MVF,91111 SUNDERMAN RD,SPR,MEDICAL RESPONSE,2024-04-10
24092275,MTRO,10:26:38,5SPR,520 HARLOW RD,SPR,MEDICAL RESPONSE,2024-04-10
24092276,MTRO,10:27:38,4EUG,2760 WILLAMETTE ST,EUG,TRASH BIN FIRE,2024-04-10
24092286,MTRO,10:35:07,4EUG,4111 W 18TH AVE,EUG,MEDICAL RESPONSE,2024-04-10
24092291,RFD,10:40:04,5DEF,39140 DEXTER RD,DEX,MEDICAL RESPONSE,2024-04-10
24092293,MTRO,10:40:05,5DEF,39140 DEXTER RD,DEX,MEDICAL RESPONSE,2024-04-10
24092292,MTRO,10:41:05,4EUG,4275 BARGER DR,EUG,MEDICAL RESPONSE,2024-04-10
24092298,MTRO,10:43:46,4EUG,1348 MANZANA ST,EUG,MEDICAL RESPONSE,2024-04-10
